00000126, BMU_checkFailed, BSPD_FAILED
0000021B, IVT_Result_state, 0
0000021B, IVT_U2, -0.008
0000021C, IVT_MsgID_RX, 3
0000021C, IVT_MsgCount, 6
0000021C, IVT_Result_state, 0
0000021C, IVT_U3, 0.058
0000021C, IVT_MsgID_RX, 7
0000021C, IVT_MsgCount, 12
0000021C, IVT_Result_state, 0
0000021C, IVT_Wh, 0
0000021C, AdjustedVoltageCellMuxSelect, 10
0000021C, AdjustedVoltageCell31, 2.9658
0000021C, AdjustedVoltageCell32, 3.1761000000000004
0000021C, AdjustedVoltageCell33, 3.1828000000000003
0000021C, TempChannelMuxSelect, 10
0000021C, TempChannel31, 0.0
0000021C, TempChannel32, 0.0
0000021C, TempChannel33, 0.0
0000021C, VCU_wheelSpeed_RL, 0.0
0000021C, VCU_wheelSpeed_RR, 0.0
0000021C, VoltageBusHV, 0.0
0000021C, VoltageCellMax, 3.5396
0000021C, VoltageCellMin, 2.9658
0000021C, CurrentBusHV, 0.0
0000021C, RLSpeedKPH, 0.0
0000021C, RRSpeedKPH, 0.0
0000021C, FLSpeedKPH, 0.0
0000021C, FRSpeedKPH, 0.0
0000021C, AMS_PackVoltage, 457.85
0000021D, TCTorqueMax, 3.392
0000021D, TCLeftSlip, -0.999
0000021D, TCRightSlip, -0.999
0000021D, TCTorqueAdjustment, 0.0
0000021D, IVT_MsgID_RX, 0
0000021D, IVT_MsgCount, 3
0000021D, IVT_Result_state, 0
0000021D, IVT_I, 0.0
0000021E, ThrottlePercent, 0
0000021E, BrakePercent, 10
0000021E, brakePressure, 10
0000021E, SteeringAngle, -58
0000021E, BrakeWhileThrottle, 0
0000021E, IVT_MsgID_RX, 7
0000021E, IVT_MsgCount, 13
0000021E, IVT_Result_state, 0
0000021E, IVT_Wh, 0
0000021F, IVT_MsgID_RX, 0
0000021F, IVT_MsgCount, 4
0000021F, IVT_Result_state, 0
0000021F, IVT_I, 0.003
0000024C, VCU_wheelSpeed_RL, 0.0
0000024C, VCU_wheelSpeed_RR, 0.0
0000024C, RLSpeedKPH, 0.0
0000024C, RRSpeedKPH, 0.0
0000024C, FLSpeedKPH, 0.0
0000024C, FRSpeedKPH, 0.0
0000024C, VoltageBusLV, 12.142
0000024C, CurrentBusLV, 0.0
0000024C, PowerBusLV, 0
0000024C, TCTorqueMax, 3.392
0000024C, TCLeftSlip, -0.999
0000024C, TCRightSlip, -0.999
0000024C, TCTorqueAdjustment, 0.0
0000024C, IVT_MsgID_RX, 0
0000024C, IVT_MsgCount, 5
0000024C, IVT_Result_state, 0
0000024C, IVT_I, -0.004
0000024C, IVT_MsgID_RX, 1
0000024C, IVT_MsgCount, 7
0000024C, IVT_Result_state, 0
0000024C, IVT_U1, -0.045
0000024C, IVT_MsgID_RX, 2
0000024C, IVT_MsgCount, 7
0000024C, IVT_Result_state, 0
0000024C, IVT_U2, -0.027
0000024C, IVT_MsgID_RX, 3
0000024C, IVT_MsgCount, 7
0000024C, IVT_Result_state, 0
0000024C, IVT_U3, 0.031
0000024D, IVT_MsgID_RX, 7
0000024D, IVT_MsgCount, 14
0000024D, IVT_Result_state, 0
0000024D, IVT_Wh, 0
0000024D, ChannelCurrentRadiator, 0.214
0000024D, ChannelCurrentAccFan, 0.214
0000024D, ChannelCurrentPump1, 0.0
0000024D, ChannelCurrentPump2, 0.214
0000024D, ChannelCurrentAUX1, 0.0
0000024D, ChannelCurrentAUX2, 0.187
0000024D, ChannelCurrentAUX3, 0.0
0000024D, ChannelCurrentAUX4, 0.214
0000024D, ChannelCurrentBMU, 0.496
0000024D, ChannelCurrentCDU, 0.34900000000000003
0000024D, ChannelCurrentTCU, 0.375
0000024D, ChannelCurrentWSB, 0.389
0000024E, ChannelCurrentBrakeLight, 0.0
0000024E, ChannelCurrentInverter, 0.0
0000024F, StateBatteryChargeHV, 16.7
0000024F, StateBatteryHealthHV, 0.0
0000024F, StateBatteryPowerHV, 331.90000000000003
0000024F, TempCellMax, 156.0
0000024F, TempCellMin, 55.0
0000024F, StateBMS, Wait_System_Up
0000024F, HighestTempThermistor, 0
0000024F, VoltageCellMuxSelect, 11
0000024F, VoltageCell34, 3.1802
0000024F, VoltageCell35, 3.1772
0000024F, VoltageCell36, 3.1696
0000024F, AdjustedVoltageCellMuxSelect, 11
0000024F, AdjustedVoltageCell34, 3.1801000000000004
0000024F, AdjustedVoltageCell35, 3.1772
0000024F, AdjustedVoltageCell36, 3.1696
0000024F, ThrottlePercent, 0
0000024F, BrakePercent, 9
0000024F, brakePressure, 10
0000024F, SteeringAngle, -58
0000024F, BrakeWhileThrottle, 0
0000024F, TempChannelMuxSelect, 11
0000024F, TempChannel34, 0.0
0000024F, TempChannel35, 0.0
0000024F, TempChannel36, 0.0
0000024F, IVT_MsgID_RX, 0
0000024F, IVT_MsgCount, 6
0000024F, IVT_Result_state, 0
0000024F, IVT_I, -0.001
0000024F, VCU_wheelSpeed_RL, 0.0
0000024F, VCU_wheelSpeed_RR, 0.0
00000250, RLSpeedKPH, 0.0
00000250, RRSpeedKPH, 0.0
00000250, FLSpeedKPH, 0.0
00000250, FRSpeedKPH, 0.0
00000250, TCTorqueMax, 3.392
00000250, TCLeftSlip, -0.999
00000250, TCRightSlip, -0.999
00000250, TCTorqueAdjustment, 0.0
00000250, IVT_MsgID_RX, 7
00000250, IVT_MsgCount, 15
00000250, IVT_Result_state, 0
00000250, IVT_Wh, 0
0000027E, IVT_MsgID_RX, 0
0000027E, IVT_MsgCount, 7
0000027E, IVT_Result_state, 0
0000027E, IVT_I, 0.001
0000027E, BMU_checkFailed, BSPD_FAILED
0000027E, BMU_InterlockInitialized, 0
0000027E, VoltageCellMuxSelect, 12
0000027E, VoltageCell37, 3.2
0000027E, VoltageCell38, 3.4259
0000027E, VoltageCell39, 3.4168000000000003
0000027E, AdjustedVoltageCellMuxSelect, 12
0000027E, AdjustedVoltageCell37, 3.1997
0000027E, AdjustedVoltageCell38, 3.4261000000000004
0000027E, AdjustedVoltageCell39, 3.4167
00000283, TempChannelMuxSelect, 12
00000283, TempChannel37, 0.0
00000283, TempChannel38, 0.0
00000283, TempChannel39, 0.0
00000283, VoltageBusHV, 0.0
00000283, VoltageCellMax, 3.5396
00000283, VoltageCellMin, 2.9658
00000283, CurrentBusHV, 0.0
00000283, VCU_wheelSpeed_RL, 0.0
00000283, VCU_wheelSpeed_RR, 0.0
00000284, IVT_MsgID_RX, 1
00000284, IVT_MsgCount, 8
00000284, IVT_Result_state, 0
00000284, IVT_U1, 0.002
00000284, AMS_PackVoltage, 457.85
00000284, IVT_MsgID_RX, 2
00000284, IVT_MsgCount, 8
00000284, IVT_Result_state, 0
00000284, IVT_U2, 0.031
00000284, IVT_MsgID_RX, 3
00000284, IVT_MsgCount, 8
00000284, IVT_Result_state, 0
00000284, IVT_U3, 0.031
00000284, IVT_MsgID_RX, 7
00000284, IVT_MsgCount, 0
00000284, IVT_Result_state, 0
00000284, IVT_Wh, 0
00000284, RLSpeedKPH, 0.0
00000284, RRSpeedKPH, 0.0
00000284, FLSpeedKPH, 0.0
00000284, FRSpeedKPH, 0.0
00000284, IVT_MsgID_RX, 0
00000284, IVT_MsgCount, 8
00000284, IVT_Result_state, 0
00000284, IVT_I, -0.003
00000284, TCTorqueMax, 3.392
00000284, TCLeftSlip, -0.999
00000284, TCRightSlip, -0.999
00000284, TCTorqueAdjustment, 0.0
00000284, ThrottlePercent, 0
00000284, BrakePercent, 10
00000284, brakePressure, 10
00000284, SteeringAngle, -58
00000284, BrakeWhileThrottle, 0
00000285, IVT_MsgID_RX, 0
00000285, IVT_MsgCount, 9
00000285, IVT_Result_state, 0
00000285, IVT_I, 0.0
000002B0, IVT_MsgID_RX, 7
000002B0, IVT_MsgCount, 1
000002B0, IVT_Result_state, 0
000002B0, IVT_Wh, 0
000002B0, VCU_wheelSpeed_RL, 0.0
000002B0, VCU_wheelSpeed_RR, 0.0
000002B0, VoltageCellMuxSelect, 13
000002B0, VoltageCell40, 3.4146
000002B0, VoltageCell41, 3.3252
000002B0, VoltageCell42, 3.3624
000002B0, RLSpeedKPH, 0.0
000002B0, RRSpeedKPH, 0.0
000002B0, FLSpeedKPH, 0.0
000002B0, FRSpeedKPH, 0.0
000002B0, AdjustedVoltageCellMuxSelect, 13
000002B0, AdjustedVoltageCell40, 3.4146
000002B0, AdjustedVoltageCell41, 3.3249
000002B0, AdjustedVoltageCell42, 3.3624
000002B0, TCTorqueMax, 3.392
000002B0, TCLeftSlip, -0.999
000002B0, TCRightSlip, -0.999
000002B0, TCTorqueAdjustment, 0.0
000002B0, IVT_MsgID_RX, 0
000002B0, IVT_MsgCount, 10
000002B0, IVT_Result_state, 0
000002B0, IVT_I, 0.003
000002B0, TempChannelMuxSelect, 13
000002B0, TempChannel40, 0.0
000002B0, TempChannel41, 0.0
000002B0, TempChannel42, 24.260000000000005
000002B1, ChannelCurrentRadiator, 0.241
000002B1, ChannelCurrentAccFan, 0.228
000002B1, ChannelCurrentPump1, 0.0
000002B1, ChannelCurrentPump2, 0.214
000002B1, ChannelCurrentAUX1, 0.0
000002B1, ChannelCurrentAUX2, 0.214
000002B1, ChannelCurrentAUX3, 0.0
000002B1, ChannelCurrentAUX4, 0.214
000002B1, ChannelCurrentBMU, 0.523
000002B1, ChannelCurrentCDU, 0.402
000002B1, ChannelCurrentTCU, 0.335
000002B1, ChannelCurrentWSB, 0.389
000002B1, ChannelCurrentBrakeLight, 0.0
000002B1, ChannelCurrentInverter, 0.0
000002B1, ThrottlePercent, 0
000002B1, BrakePercent, 10
000002B1, brakePressure, 10
000002B1, SteeringAngle, -58
000002B1, BrakeWhileThrottle, 0
000002B1, IVT_MsgID_RX, 1
000002B1, IVT_MsgCount, 9
000002B1, IVT_Result_state, 0
000002B1, IVT_U1, -0.01
000002B1, IVT_MsgID_RX, 2
000002B1, IVT_MsgCount, 9
000002B1, IVT_Result_state, 0
000002B1, IVT_U2, 0.014
000002B3, IVT_MsgID_RX, 3
000002B3, IVT_MsgCount, 9
000002B3, IVT_Result_state, 0
000002B3, IVT_U3, 0.054
000002B3, IVT_MsgID_RX, 7
000002B3, IVT_MsgCount, 2
000002B3, IVT_Result_state, 0
000002B3, IVT_Wh, 0
000002B3, IVT_MsgID_RX, 0
000002B3, IVT_MsgCount, 11
000002B3, IVT_Result_state, 0
000002B3, IVT_I, 0.003
000002B3, StateBatteryChargeHV, 16.7
000002B3, StateBatteryHealthHV, 0.0
000002B3, StateBatteryPowerHV, 331.90000000000003
000002B3, TempCellMax, 156.0
000002B3, TempCellMin, 55.0
000002B3, StateBMS, Wait_System_Up
000002B3, HighestTempThermistor, 0
000002B3, VCU_wheelSpeed_RL, 0.0
000002B3, VCU_wheelSpeed_RR, 0.0
000002B3, RLSpeedKPH, 0.0
000002B3, RRSpeedKPH, 0.0
000002B3, FLSpeedKPH, 0.0
000002B3, FRSpeedKPH, 0.0
000002B3, TCTorqueMax, 3.392
000002B3, TCLeftSlip, -0.999
000002B3, TCRightSlip, -0.999
000002B3, TCTorqueAdjustment, 0.0
000002E2, IVT_MsgID_RX, 0
000002E2, IVT_MsgCount, 12
000002E2, IVT_Result_state, 0
000002E2, IVT_I, 0.0
000002E2, BMU_checkFailed, BSPD_FAILED
000002E2, BMU_InterlockInitialized, 0
000002E2, VoltageCellMuxSelect, 14
000002E2, VoltageCell43, 3.365
000002E2, VoltageCell44, 3.3648000000000002
000002E2, VoltageCell45, 3.3619000000000003
000002E2, AdjustedVoltageCellMuxSelect, 14
000002E2, AdjustedVoltageCell43, 3.3649
000002E2, AdjustedVoltageCell44, 3.3648000000000002
000002E2, AdjustedVoltageCell45, 3.3619000000000003
000002E2, IVT_MsgID_RX, 7
000002E2, IVT_MsgCount, 3
000002E2, IVT_Result_state, 0
000002E2, IVT_Wh, 0
000002E2, TempChannelMuxSelect, 14
000002E2, TempChannel43, 24.39
000002E2, TempChannel44, 24.39
000002E2, TempChannel45, 24.58
000002E4, IVT_MsgID_RX, 0
000002E4, IVT_MsgCount, 13
000002E4, IVT_Result_state, 0
000002E4, IVT_I, 0.003
000002E4, VoltageBusHV, 0.0
000002E4, VoltageCellMax, 3.5396
000002E4, VoltageCellMin, 2.9658
000002E4, CurrentBusHV, 0.0
000002E4, AMS_PackVoltage, 457.85
000002E4, ThrottlePercent, 0
000002E4, BrakePercent, 9
000002E4, brakePressure, 10
000002E4, SteeringAngle, -58
000002E4, BrakeWhileThrottle, 0
000002E4, VCU_wheelSpeed_RL, 0.0
000002E4, VCU_wheelSpeed_RR, 0.0
000002E4, RLSpeedKPH, 0.0
000002E4, RRSpeedKPH, 0.0
000002E4, FLSpeedKPH, 0.0
000002E4, FRSpeedKPH, 0.0
000002E5, TCTorqueMax, 3.392
000002E5, TCLeftSlip, -0.999
000002E5, TCRightSlip, -0.999
000002E5, TCTorqueAdjustment, 0.0
000002E5, IVT_MsgID_RX, 1
000002E5, IVT_MsgCount, 10
000002E5, IVT_Result_state, 0
000002E5, IVT_U1, -0.024
000002E5, IVT_MsgID_RX, 2
000002E5, IVT_MsgCount, 10
000002E5, IVT_Result_state, 0
000002E5, IVT_U2, 0.045
000002E5, IVT_MsgID_RX, 3
000002E5, IVT_MsgCount, 10
000002E5, IVT_Result_state, 0
000002E5, IVT_U3, 0.02
000002E5, IVT_MsgID_RX, 7
000002E5, IVT_MsgCount, 4
000002E5, IVT_Result_state, 0
000002E5, IVT_Wh, 0
000002E5, IVT_MsgID_RX, 0
000002E5, IVT_MsgCount, 14
000002E5, IVT_Result_state, 0
000002E5, IVT_I, 0.003
00000314, VoltageCellMuxSelect, 15
00000314, VoltageCell46, 3.3661000000000003
00000314, VoltageCell47, 3.3331
00000314, VoltageCell48, 3.5396
00000314, AdjustedVoltageCellMuxSelect, 15
00000314, AdjustedVoltageCell46, 3.3661000000000003
00000314, AdjustedVoltageCell47, 3.3328
00000314, AdjustedVoltageCell48, 3.5397000000000003
00000314, IVT_MsgID_RX, 0
00000314, IVT_MsgCount, 15
00000314, IVT_Result_state, 0
00000314, IVT_I, 0.0
00000315, VCU_wheelSpeed_RL, 0.0
00000315, VCU_wheelSpeed_RR, 0.0
00000315, TempChannelMuxSelect, 15
00000315, TempChannel46, 24.25
00000315, TempChannel47, 0.0
00000315, TempChannel48, 0.0
00000316, RLSpeedKPH, 0.0
00000316, RRSpeedKPH, 0.0
00000316, FLSpeedKPH, 0.0
00000316, FRSpeedKPH, 0.0
00000316, TCTorqueMax, 3.392
00000316, TCLeftSlip, -0.999
00000316, TCRightSlip, -0.999
00000316, TCTorqueAdjustment, 0.0
00000316, ChannelCurrentRadiator, 0.214
00000316, ChannelCurrentAccFan, 0.214
00000316, ChannelCurrentPump1, 0.0
00000316, ChannelCurrentPump2, 0.134
00000316, ChannelCurrentAUX1, 0.0
00000316, ChannelCurrentAUX2, 0.214
00000316, ChannelCurrentAUX3, 0.0
00000316, ChannelCurrentAUX4, 0.214
00000316, ChannelCurrentBMU, 0.483
00000316, ChannelCurrentCDU, 0.389
00000316, ChannelCurrentTCU, 0.362
00000316, ChannelCurrentWSB, 0.389
00000316, ChannelCurrentBrakeLight, 0.0
00000316, ChannelCurrentInverter, 0.0
00000316, IVT_MsgID_RX, 7
00000316, IVT_MsgCount, 5
00000316, IVT_Result_state, 0
00000316, IVT_Wh, 0
00000316, ThrottlePercent, 0
00000316, BrakePercent, 9
00000316, brakePressure, 10
00000316, SteeringAngle, -58
00000316, BrakeWhileThrottle, 0
00000317, IVT_MsgID_RX, 0
00000317, IVT_MsgCount, 0
00000317, IVT_Result_state, 0
00000317, IVT_I, 0.001
00000317, VCU_wheelSpeed_RL, 0.0
00000317, VCU_wheelSpeed_RR, 0.0
00000317, RLSpeedKPH, 0.0
00000317, RRSpeedKPH, 0.0
00000317, FLSpeedKPH, 0.0
00000317, FRSpeedKPH, 0.0
00000317, IVT_MsgID_RX, 1
00000317, IVT_MsgCount, 11
00000317, IVT_Result_state, 0
00000317, IVT_U1, 0.022
00000317, IVT_MsgID_RX, 2
00000317, IVT_MsgCount, 11
00000317, IVT_Result_state, 0
00000317, IVT_U2, 0.039
00000346, IVT_MsgID_RX, 3
00000346, IVT_MsgCount, 11
00000346, IVT_Result_state, 0
00000346, IVT_U3, 0.0
00000346, IVT_MsgID_RX, 7
00000346, IVT_MsgCount, 6
00000346, IVT_Result_state, 0
00000346, IVT_Wh, 0
00000346, TCTorqueMax, 3.392
00000346, TCLeftSlip, -0.999
00000346, TCRightSlip, -0.999
00000346, TCTorqueAdjustment, 0.0
00000346, IVT_MsgID_RX, 0
00000346, IVT_MsgCount, 1
00000346, IVT_Result_state, 0
00000346, IVT_I, 0.001
00000346, StateBatteryChargeHV, 16.7
00000346, StateBatteryHealthHV, 0.0
00000346, StateBatteryPowerHV, 331.90000000000003
00000346, TempCellMax, 156.0
00000346, TempCellMin, 55.0
00000346, StateBMS, Wait_System_Up
00000346, HighestTempThermistor, 0
00000346, BMU_checkFailed, BSPD_FAILED
00000346, BMU_InterlockInitialized, 0
