0.667, BMU_checkFailed, BSPD_FAILED
0.81, FrontBrakePressure, 61
0.81, SteeringAngle, -51
0.81, BrakeWhileThrottle, 0
0.81, AMS_PackVoltage, 460.65000000000003
0.81, IVT_MsgID_RX, 7
0.81, IVT_MsgCount, 5
0.81, IVT_Result_state, 0
0.81, IVT_Wh, 0
0.81, ChannelCurrentRadiator, 0.17400000000000002
0.81, ChannelCurrentAccFan, 0.187
0.81, ChannelCurrentPump1, 0.0
0.81, ChannelCurrentPump2, 0.214
0.81, ChannelCurrentAUX1, 0.0
0.81, ChannelCurrentAUX2, 0.214
0.81, ChannelCurrentAUX3, 0.0
0.81, ChannelCurrentAUX4, 0.214
0.81, ChannelCurrentBMU, 0.496
0.81, ChannelCurrentCDU, 0.34900000000000003
0.81, ChannelCurrentTCU, 0.362
0.81, ChannelCurrentWSB, 0.751
0.81, ChannelCurrentBrakeLight, 0.053
0.81, ChannelCurrentInverter, 0.0
0.81, VCU_wheelSpeed_RL, 0.0
0.81, VCU_wheelSpeed_RR, 0.0
0.81, IVT_MsgID_RX, 5
0.81, IVT_MsgCount, 0
0.81, IVT_Result_state, 0
0.81, IVT_W, 0
0.81, RLSpeedKPH, 0.0
0.81, RRSpeedKPH, 0.0
0.81, FLSpeedKPH, 0.0
0.81, FRSpeedKPH, 0.0
0.81, IVT_MsgID_RX, 0
0.81, IVT_MsgCount, 0
0.81, IVT_Result_state, 0
0.81, IVT_I, 0.002
0.811, TCTorqueMax, 3.392
0.811, TCLeftSlip, -0.999
0.811, TCRightSlip, -0.999
0.811, TCTorqueAdjustment, 0.0
0.811, ThrottlePercent, 0
0.811, BrakePercent, 37
0.811, FrontBrakePressure, 62
0.811, SteeringAngle, -51
0.811, BrakeWhileThrottle, 0
0.811, StateBatteryChargeHV, 20.0
0.811, StateBatteryHealthHV, 0.0
0.811, StateBatteryPowerHV, 331.90000000000003
0.811, TempCellMax, 156.0
0.811, TempCellMin, 55.0
0.811, StateBMS, Wait_System_Up
0.811, HighestTempThermistor, 0
0.811, VoltageCellMuxSelect, 15
0.811, VoltageCell46, 3.3598000000000003
0.811, VoltageCell47, 3.3263000000000003
0.811, VoltageCell48, 3.5544000000000002
0.811, IVT_MsgID_RX, 1
0.811, IVT_MsgCount, 11
0.811, IVT_Result_state, 0
0.811, IVT_U1, 0.024
0.811, IVT_MsgID_RX, 2
0.811, IVT_MsgCount, 11
0.811, IVT_Result_state, 0
0.811, IVT_U2, 0.004
0.811, AdjustedVoltageCellMuxSelect, 15
0.811, AdjustedVoltageCell46, 3.3597
0.811, AdjustedVoltageCell47, 3.3261000000000003
0.811, AdjustedVoltageCell48, 3.5545
0.811, IVT_MsgID_RX, 3
0.811, IVT_MsgCount, 11
0.811, IVT_Result_state, 0
0.811, IVT_U3, 0.047
0.811, IVT_MsgID_RX, 5
0.811, IVT_MsgCount, 1
0.811, IVT_Result_state, 0
0.811, IVT_W, 0
0.811, IVT_MsgID_RX, 0
0.811, IVT_MsgCount, 1
0.811, IVT_Result_state, 0
0.811, IVT_I, 0.004
0.811, TempChannelMuxSelect, 15
0.811, TempChannel46, 21.60000000000001
0.811, TempChannel47, 0.0
0.811, TempChannel48, 0.0
0.811, IVT_MsgID_RX, 7
0.811, IVT_MsgCount, 6
0.811, IVT_Result_state, 0
0.811, IVT_Wh, 0
0.811, ThrottlePercent, 0
0.811, BrakePercent, 37
0.811, FrontBrakePressure, 61
0.811, SteeringAngle, -51
0.811, BrakeWhileThrottle, 0
0.811, VCU_wheelSpeed_RL, 0.0
0.811, VCU_wheelSpeed_RR, 0.0
0.811, RLSpeedKPH, 0.0
0.811, RRSpeedKPH, 0.0
0.811, FLSpeedKPH, 0.0
0.811, FRSpeedKPH, 0.0
0.86, TCTorqueMax, 3.392
0.86, TCLeftSlip, -0.999
0.86, TCRightSlip, -0.999
0.86, TCTorqueAdjustment, 0.0
0.86, IVT_MsgID_RX, 5
0.86, IVT_MsgCount, 2
0.86, IVT_Result_state, 0
0.86, IVT_W, 0
0.86, IVT_MsgID_RX, 0
0.86, IVT_MsgCount, 2
0.86, IVT_Result_state, 0
0.86, IVT_I, 0.002
0.86, ThrottlePercent, 0
0.86, BrakePercent, 37
0.86, FrontBrakePressure, 60
0.86, SteeringAngle, -51
0.86, BrakeWhileThrottle, 0
0.86, IVT_MsgID_RX, 7
0.86, IVT_MsgCount, 7
0.86, IVT_Result_state, 0
0.86, IVT_Wh, 0
0.86, IVT_MsgID_RX, 5
0.86, IVT_MsgCount, 3
0.86, IVT_Result_state, 0
0.86, IVT_W, 0
0.86, IVT_MsgID_RX, 0
0.86, IVT_MsgCount, 3
0.86, IVT_Result_state, 0
0.86, IVT_I, 0.0
0.86, VCU_wheelSpeed_RL, 0.0
0.86, VCU_wheelSpeed_RR, 0.0
0.86, ThrottlePercent, 0
0.86, BrakePercent, 37
0.86, FrontBrakePressure, 57
0.86, SteeringAngle, -51
0.86, BrakeWhileThrottle, 0
0.86, BMU_checkFailed, BSPD_FAILED
0.86, BMU_InterlockInitialized, 0
0.86, VoltageCellMuxSelect, 16
0.86, VoltageCell49, 3.5263
0.86, VoltageCell50, 3.5216000000000003
0.86, VoltageCell51, 3.2932
0.86, RLSpeedKPH, 0.0
0.86, RRSpeedKPH, 0.0
0.86, FLSpeedKPH, 0.0
0.86, FRSpeedKPH, 0.0
0.86, AdjustedVoltageCellMuxSelect, 16
0.86, AdjustedVoltageCell49, 3.5263
0.86, AdjustedVoltageCell50, 3.5216000000000003
0.86, AdjustedVoltageCell51, 3.2917
0.86, TCTorqueMax, 3.392
0.86, TCLeftSlip, -0.999
0.86, TCRightSlip, -0.999
0.86, TCTorqueAdjustment, 0.0
0.861, TempChannelMuxSelect, 16
0.861, TempChannel49, 0.0
0.861, TempChannel50, 0.0
0.861, TempChannel51, 0.0
0.861, IVT_MsgID_RX, 1
0.861, IVT_MsgCount, 12
0.861, IVT_Result_state, 0
0.861, IVT_U1, -0.024
0.861, IVT_MsgID_RX, 2
0.861, IVT_MsgCount, 12
0.861, IVT_Result_state, 0
0.861, IVT_U2, 0.051000000000000004
0.861, IVT_MsgID_RX, 3
0.861, IVT_MsgCount, 12
0.861, IVT_Result_state, 0
0.861, IVT_U3, 0.006
0.861, IVT_MsgID_RX, 5
0.861, IVT_MsgCount, 4
0.861, IVT_Result_state, 0
0.861, IVT_W, 0
0.861, IVT_MsgID_RX, 0
0.861, IVT_MsgCount, 4
0.861, IVT_Result_state, 0
0.861, IVT_I, 0.0
0.861, IVT_MsgID_RX, 7
0.861, IVT_MsgCount, 8
0.861, IVT_Result_state, 0
0.861, IVT_Wh, 0
0.91, ThrottlePercent, 0
0.91, BrakePercent, 37
0.91, FrontBrakePressure, 56
0.91, SteeringAngle, -51
0.91, BrakeWhileThrottle, 0
0.91, VoltageBusHV, 0.0
0.91, VoltageCellMax, 3.5544000000000002
0.91, VoltageCellMin, 2.9569
0.91, CurrentBusHV, 0.0
0.91, AMS_PackVoltage, 460.66
0.91, ChannelCurrentRadiator, 0.214
0.91, ChannelCurrentAccFan, 0.214
0.91, ChannelCurrentPump1, 0.0
0.91, ChannelCurrentPump2, 0.214
0.91, ChannelCurrentAUX1, 0.0
0.91, ChannelCurrentAUX2, 0.214
0.91, ChannelCurrentAUX3, 0.0
0.91, ChannelCurrentAUX4, 0.187
0.91, ChannelCurrentBMU, 0.537
0.91, ChannelCurrentCDU, 0.389
0.91, ChannelCurrentTCU, 0.362
0.91, ChannelCurrentWSB, 0.725
0.91, ChannelCurrentBrakeLight, 0.053
0.91, ChannelCurrentInverter, 0.0
0.91, IVT_MsgID_RX, 5
0.91, IVT_MsgCount, 5
0.91, IVT_Result_state, 0
0.91, IVT_W, 0
0.911, IVT_MsgID_RX, 0
0.911, IVT_MsgCount, 5
0.911, IVT_Result_state, 0
0.911, IVT_I, 0.0
0.911, VCU_wheelSpeed_RL, 0.0
0.911, VCU_wheelSpeed_RR, 0.0
0.911, RLSpeedKPH, 0.0
0.911, RRSpeedKPH, 0.0
0.911, FLSpeedKPH, 0.0
0.911, FRSpeedKPH, 0.0
0.911, TCTorqueMax, 3.392
0.911, TCLeftSlip, -0.999
0.911, TCRightSlip, -0.999
0.911, TCTorqueAdjustment, 0.0
0.911, ThrottlePercent, 0
0.911, BrakePercent, 37
0.911, FrontBrakePressure, 62
0.911, SteeringAngle, -51
0.911, BrakeWhileThrottle, 0
0.911, IVT_MsgID_RX, 7
0.911, IVT_MsgCount, 9
0.911, IVT_Result_state, 0
0.911, IVT_Wh, 0
0.911, IVT_MsgID_RX, 5
0.911, IVT_MsgCount, 6
0.911, IVT_Result_state, 0
0.911, IVT_W, 0
0.911, IVT_MsgID_RX, 0
0.911, IVT_MsgCount, 6
0.911, IVT_Result_state, 0
0.911, IVT_I, 0.001
0.911, ThrottlePercent, 0
0.911, BrakePercent, 37
0.911, FrontBrakePressure, 64
0.911, SteeringAngle, -50
0.911, BrakeWhileThrottle, 0
0.96, IVT_MsgID_RX, 1
0.96, IVT_MsgCount, 13
0.96, IVT_Result_state, 0
0.96, IVT_U1, 0.0
0.96, VCU_wheelSpeed_RL, 0.0
0.96, VCU_wheelSpeed_RR, 0.0
0.96, IVT_MsgID_RX, 2
0.96, IVT_MsgCount, 13
0.96, IVT_Result_state, 0
0.96, IVT_U2, 0.045
0.96, IVT_MsgID_RX, 3
0.96, IVT_MsgCount, 13
0.96, IVT_Result_state, 0
0.96, IVT_U3, 0.002
0.96, IVT_MsgID_RX, 5
0.96, IVT_MsgCount, 7
0.96, IVT_Result_state, 0
0.96, IVT_W, 0
0.96, IVT_MsgID_RX, 0
0.96, IVT_MsgCount, 7
0.96, IVT_Result_state, 0
0.96, IVT_I, 0.005
0.961, RLSpeedKPH, 0.0
0.961, RRSpeedKPH, 0.0
0.961, FLSpeedKPH, 0.0
0.961, FRSpeedKPH, 0.0
0.961, TCTorqueMax, 3.392
0.961, TCLeftSlip, -0.999
0.961, TCRightSlip, -0.999
0.961, TCTorqueAdjustment, 0.0
0.961, IVT_MsgID_RX, 7
0.961, IVT_MsgCount, 10
0.961, IVT_Result_state, 0
0.961, IVT_Wh, 0
0.961, StateBatteryChargeHV, 20.0
0.961, StateBatteryHealthHV, 0.0
0.961, StateBatteryPowerHV, 331.90000000000003
0.961, TempCellMax, 156.0
0.961, TempCellMin, 55.0
0.961, StateBMS, Wait_System_Up
0.961, HighestTempThermistor, 0
0.961, VoltageCellMuxSelect, 17
0.961, VoltageCell52, 3.3168
0.961, VoltageCell53, 3.3162000000000003
0.961, VoltageCell54, 3.3162000000000003
0.961, AdjustedVoltageCellMuxSelect, 17
0.961, AdjustedVoltageCell52, 3.3167
0.961, AdjustedVoltageCell53, 3.3162000000000003
0.961, AdjustedVoltageCell54, 3.3161
0.961, ThrottlePercent, 0
0.961, BrakePercent, 37
0.961, FrontBrakePressure, 59
0.961, SteeringAngle, -51
0.961, BrakeWhileThrottle, 0
0.961, TempChannelMuxSelect, 17
0.961, TempChannel52, 0.0
0.961, TempChannel53, 0.0
0.961, TempChannel54, 0.0
0.961, IVT_MsgID_RX, 5
0.961, IVT_MsgCount, 8
0.961, IVT_Result_state, 0
0.961, IVT_W, 0
0.961, IVT_MsgID_RX, 0
0.961, IVT_MsgCount, 8
0.961, IVT_Result_state, 0
0.961, IVT_I, -0.001
0.961, ThrottlePercent, 0
0.961, BrakePercent, 37
0.961, FrontBrakePressure, 62
0.961, SteeringAngle, -51
0.961, BrakeWhileThrottle, 0
0.961, BMU_checkFailed, BSPD_FAILED
0.961, BMU_InterlockInitialized, 0
0.961, VoltageCellMuxSelect, 18
0.961, VoltageCell55, 3.3173000000000004
0.961, VoltageCell56, 3.3200000000000003
0.961, VoltageCell57, 3.294
0.961, AdjustedVoltageCellMuxSelect, 18
0.961, AdjustedVoltageCell55, 3.3172
0.961, AdjustedVoltageCell56, 3.3201
0.961, AdjustedVoltageCell57, 3.2933000000000003
0.962, IVT_MsgID_RX, 7
0.962, IVT_MsgCount, 11
0.962, IVT_Result_state, 0
0.962, IVT_Wh, 0
0.962, VCU_wheelSpeed_RL, 0.0
0.962, VCU_wheelSpeed_RR, 0.0
0.962, RLSpeedKPH, 0.0
0.962, RRSpeedKPH, 0.0
0.962, FLSpeedKPH, 0.0
0.962, FRSpeedKPH, 0.0
0.962, TempChannelMuxSelect, 18
0.962, TempChannel55, 22.0
0.962, TempChannel56, 21.99000000000001
0.962, TempChannel57, 21.99000000000001
0.962, IVT_MsgID_RX, 5
0.962, IVT_MsgCount, 9
0.962, IVT_Result_state, 0
0.962, IVT_W, 0
0.962, TCTorqueMax, 3.392
0.962, TCLeftSlip, -0.999
0.962, TCRightSlip, -0.999
0.962, TCTorqueAdjustment, 0.0
0.962, IVT_MsgID_RX, 0
0.962, IVT_MsgCount, 9
0.962, IVT_Result_state, 0
0.962, IVT_I, 0.007
0.963, PDU_Heartbeat_dummydata, 0
0.963, CarStateIsLV, -1
0.963, CarStateIsEM, 0
0.963, CarStateIsHV, 0
1.01, ThrottlePercent, 0
1.01, BrakePercent, 36
1.01, FrontBrakePressure, 58
1.01, SteeringAngle, -51
1.01, BrakeWhileThrottle, 0
1.01, VoltageBusHV, 0.0
1.01, VoltageCellMax, 3.5544000000000002
1.01, VoltageCellMin, 2.9570000000000003
1.01, CurrentBusHV, 0.0
1.01, ChannelCurrentRadiator, 0.187
1.01, ChannelCurrentAccFan, 0.17400000000000002
1.01, ChannelCurrentPump1, 0.0
1.01, ChannelCurrentPump2, 0.214
1.01, AMS_PackVoltage, 460.66
1.01, ChannelCurrentAUX1, 0.0
1.01, ChannelCurrentAUX2, 0.214
1.01, ChannelCurrentAUX3, 0.0
1.01, ChannelCurrentAUX4, 0.187
1.011, ChannelCurrentBMU, 0.496
1.011, ChannelCurrentCDU, 0.362
1.011, ChannelCurrentTCU, 0.34900000000000003
1.011, ChannelCurrentWSB, 0.738
1.011, ChannelCurrentBrakeLight, 0.026000000000000002
1.011, ChannelCurrentInverter, 0.0
1.011, IVT_MsgID_RX, 1
1.011, IVT_MsgCount, 14
1.011, IVT_Result_state, 0
1.011, IVT_U1, -0.035
1.011, IVT_MsgID_RX, 2
1.011, IVT_MsgCount, 14
1.011, IVT_Result_state, 0
1.011, IVT_U2, 0.024
1.011, IVT_MsgID_RX, 3
1.011, IVT_MsgCount, 14
1.011, IVT_Result_state, 0
1.011, IVT_U3, 0.037
1.011, IVT_MsgID_RX, 5
1.011, IVT_MsgCount, 10
1.011, IVT_Result_state, 0
1.011, IVT_W, 0
1.011, IVT_MsgID_RX, 0
1.011, IVT_MsgCount, 10
1.011, IVT_Result_state, 0
1.011, IVT_I, 0.002
1.011, IVT_MsgID_RX, 7
1.011, IVT_MsgCount, 12
1.011, IVT_Result_state, 0
1.011, IVT_Wh, 0
1.011, VCU_wheelSpeed_RL, 0.0
1.011, VCU_wheelSpeed_RR, 0.0
1.011, ThrottlePercent, 0
1.011, BrakePercent, 37
1.011, FrontBrakePressure, 56
1.011, SteeringAngle, -51
1.011, BrakeWhileThrottle, 0
1.011, RLSpeedKPH, 0.0
1.011, RRSpeedKPH, 0.0
1.011, FLSpeedKPH, 0.0
1.011, FRSpeedKPH, 0.0
1.011, TCTorqueMax, 3.392
1.011, TCLeftSlip, -0.999
1.011, TCRightSlip, -0.999
1.011, TCTorqueAdjustment, 0.0
1.011, IVT_MsgID_RX, 5
1.011, IVT_MsgCount, 11
1.011, IVT_Result_state, 0
1.011, IVT_W, 0
1.011, IVT_MsgID_RX, 0
1.011, IVT_MsgCount, 11
1.011, IVT_Result_state, 0
1.011, IVT_I, 0.007
1.012, VoltageCellMuxSelect, 19
1.012, VoltageCell58, 3.5508
1.012, VoltageCell59, 3.511
1.012, VoltageCell60, 3.5210000000000004
1.012, AdjustedVoltageCellMuxSelect, 19
1.012, AdjustedVoltageCell58, 3.5513000000000003
1.012, AdjustedVoltageCell59, 3.511
1.012, AdjustedVoltageCell60, 3.5210000000000004
1.012, TempChannelMuxSelect, 19
1.012, TempChannel58, 21.99000000000001
1.012, TempChannel59, 21.99000000000001
1.012, TempChannel60, 21.99000000000001
1.012, VCU_Heartbeat_dummydata, 0
1.012, ThrottlePercent, 0
1.012, BrakePercent, 37
1.012, FrontBrakePressure, 58
1.012, SteeringAngle, -51
1.012, BrakeWhileThrottle, 0
1.012, IVT_MsgID_RX, 7
1.012, IVT_MsgCount, 13
1.012, IVT_Result_state, 0
1.012, IVT_Wh, 0
1.06, IVT_MsgID_RX, 5
1.06, IVT_MsgCount, 12
1.06, IVT_Result_state, 0
1.06, IVT_W, 0
1.06, IVT_MsgID_RX, 0
1.06, IVT_MsgCount, 12
1.06, IVT_Result_state, 0
1.06, IVT_I, 0.002
1.06, VCU_wheelSpeed_RL, 0.0
1.06, VCU_wheelSpeed_RR, 0.0
1.06, RLSpeedKPH, 0.0
1.06, RRSpeedKPH, 0.0
1.06, FLSpeedKPH, 0.0
1.06, FRSpeedKPH, 0.0
1.06, TCTorqueMax, 3.392
1.06, TCLeftSlip, -0.999
1.06, TCRightSlip, -0.999
1.06, TCTorqueAdjustment, 0.0
1.06, ThrottlePercent, 0
1.06, BrakePercent, 37
1.06, FrontBrakePressure, 57
1.06, SteeringAngle, -51
1.06, BrakeWhileThrottle, 0
1.06, IVT_MsgID_RX, 1
1.06, IVT_MsgCount, 15
1.06, IVT_Result_state, 0
1.06, IVT_U1, -0.016
1.06, IVT_MsgID_RX, 2
1.06, IVT_MsgCount, 15
1.06, IVT_Result_state, 0
1.06, IVT_U2, 0.008
1.06, IVT_MsgID_RX, 3
1.06, IVT_MsgCount, 15
1.06, IVT_Result_state, 0
1.06, IVT_U3, 0.008
1.061, IVT_MsgID_RX, 5
1.061, IVT_MsgCount, 13
1.061, IVT_Result_state, 0
1.061, IVT_W, 0
1.061, IVT_MsgID_RX, 0
1.061, IVT_MsgCount, 13
1.061, IVT_Result_state, 0
1.061, IVT_I, 0.006
1.061, IVT_MsgID_RX, 7
1.061, IVT_MsgCount, 14
1.061, IVT_Result_state, 0
1.061, IVT_Wh, 0
1.061, ThrottlePercent, 0
1.061, BrakePercent, 37
1.061, FrontBrakePressure, 58
1.061, SteeringAngle, -51
1.061, BrakeWhileThrottle, 0
1.061, BMU_Heartbeat_dummydata, 0
1.061, StateBatteryChargeHV, 20.0
1.061, StateBatteryHealthHV, 0.0
1.061, StateBatteryPowerHV, 331.90000000000003
1.061, TempCellMax, 156.0
1.061, TempCellMin, 55.0
1.061, StateBMS, Wait_System_Up
1.061, HighestTempThermistor, 0
1.061, FanPeriod, -112
1.061, BMU_checkFailed, BSPD_FAILED
1.061, BMU_InterlockInitialized, 0
1.061, BrakePressureBMU, 508.0
1.061, VoltageCellMuxSelect, 20
1.061, VoltageCell61, 3.2096
1.061, VoltageCell62, 3.2003000000000004
1.061, VoltageCell63, 3.2023
1.061, AdjustedVoltageCellMuxSelect, 20
1.061, AdjustedVoltageCell61, 3.209
1.061, AdjustedVoltageCell62, 3.2003000000000004
1.061, AdjustedVoltageCell63, 3.2023
1.061, TempChannelMuxSelect, 20
1.061, TempChannel61, 21.99000000000001
1.061, TempChannel62, 0.0
1.061, TempChannel63, 0.0
1.061, IVT_MsgID_RX, 5
1.061, IVT_MsgCount, 14
1.061, IVT_Result_state, 0
1.061, IVT_W, 0
1.061, IVT_MsgID_RX, 0
1.061, IVT_MsgCount, 14
1.061, IVT_Result_state, 0
1.061, IVT_I, 0.0
1.061, VCU_wheelSpeed_RL, 0.0
1.061, VCU_wheelSpeed_RR, 0.0
1.065, RLSpeedKPH, 0.0
1.065, RRSpeedKPH, 0.0
1.065, FLSpeedKPH, 0.0
1.065, FRSpeedKPH, 0.0
1.065, TCTorqueMax, 3.392
1.065, TCLeftSlip, -0.999
1.065, TCRightSlip, -0.999
1.065, TCTorqueAdjustment, 0.0
1.065, VoltageBusLV, 11.613
1.065, CurrentBusLV, 0.0
1.065, PowerBusLV, 0
1.11, ThrottlePercent, 0
1.11, BrakePercent, 36
1.11, FrontBrakePressure, 63
1.11, SteeringAngle, -51
1.11, BrakeWhileThrottle, 0
1.11, IVT_MsgID_RX, 7
1.11, IVT_MsgCount, 15
1.11, IVT_Result_state, 0
1.11, IVT_Wh, 0
1.11, IVT_MsgID_RX, 5
1.11, IVT_MsgCount, 15
1.11, IVT_Result_state, 0
1.11, IVT_W, 0
1.11, ChannelCurrentRadiator, 0.201
1.11, ChannelCurrentAccFan, 0.187
1.11, ChannelCurrentPump1, 0.0
1.11, ChannelCurrentPump2, 0.214
1.11, ChannelCurrentAUX1, 0.0
1.11, ChannelCurrentAUX2, 0.214
1.11, ChannelCurrentAUX3, 0.0
1.11, ChannelCurrentAUX4, 0.201
1.11, ChannelCurrentBMU, 0.523
1.11, ChannelCurrentCDU, 0.34900000000000003
1.11, ChannelCurrentTCU, 0.34900000000000003
