0.497, BMU_checkFailed, BSPD_FAILED
0.587, StateBMS, Wait_System_Up
0.587, HighestTempThermistor, 0
0.587, VCU_wheelSpeed_RL, 0.0
0.587, VCU_wheelSpeed_RR, 0.0
0.587, RLSpeedKPH, 0.0
0.587, RRSpeedKPH, 0.0
0.587, FLSpeedKPH, 0.0
0.587, FRSpeedKPH, 0.0
0.587, VoltageBusLV, 11.831
0.587, CurrentBusLV, 0.0
0.587, PowerBusLV, 0
0.587, VoltageCellMuxSelect, 11
0.587, VoltageCell34, 3.2638000000000003
0.587, VoltageCell35, 3.2622
0.587, VoltageCell36, 3.2563
0.587, TCTorqueMax, 3.392
0.587, TCLeftSlip, -0.999
0.587, TCRightSlip, -0.999
0.587, TCTorqueAdjustment, 0.0
0.587, AdjustedVoltageCellMuxSelect, 11
0.587, AdjustedVoltageCell34, 3.2637
0.587, AdjustedVoltageCell35, 3.2621
0.587, AdjustedVoltageCell36, 3.2562
0.587, TempChannelMuxSelect, 11
0.587, TempChannel34, 0.0
0.587, TempChannel35, 0.0
0.587, TempChannel36, 0.0
0.588, IVT_MsgID_RX, 0
0.588, IVT_MsgCount, 5
0.588, IVT_Result_state, 0
0.588, IVT_I, -0.002
0.588, IVT_MsgID_RX, 1
0.588, IVT_MsgCount, 7
0.588, IVT_Result_state, 0
0.588, IVT_U1, -0.033
0.588, IVT_MsgID_RX, 2
0.588, IVT_MsgCount, 7
0.588, IVT_Result_state, 0
0.588, IVT_U2, 0.004
0.588, IVT_MsgID_RX, 3
0.588, IVT_MsgCount, 7
0.588, IVT_Result_state, 0
0.588, IVT_U3, 0.022
0.588, IVT_MsgID_RX, 5
0.588, IVT_MsgCount, 5
0.588, IVT_Result_state, 0
0.588, IVT_W, 0
0.588, ThrottlePercent, 0
0.588, BrakePercent, 0
0.588, FrontBrakePressure, 9
0.588, SteeringAngle, -59
0.588, BrakeWhileThrottle, 0
0.588, ChannelCurrentRadiator, 0.17400000000000002
0.588, ChannelCurrentAccFan, 0.214
0.588, ChannelCurrentPump1, 0.0
0.588, ChannelCurrentPump2, 0.187
0.588, ChannelCurrentAUX1, 0.0
0.588, ChannelCurrentAUX2, 0.255
0.588, ChannelCurrentAUX3, 0.0
0.588, ChannelCurrentAUX4, 0.201
0.588, ChannelCurrentBMU, 0.51
0.588, ChannelCurrentCDU, 0.362
0.588, ChannelCurrentTCU, 0.34900000000000003
0.588, ChannelCurrentWSB, 0.725
0.588, ChannelCurrentBrakeLight, 0.0
0.588, ChannelCurrentInverter, 0.0
0.588, IVT_MsgID_RX, 7
0.588, IVT_MsgCount, 14
0.588, IVT_Result_state, 0
0.588, IVT_Wh, 0
0.588, IVT_MsgID_RX, 0
0.588, IVT_MsgCount, 6
0.588, IVT_Result_state, 0
0.588, IVT_I, -0.006
0.588, IVT_MsgID_RX, 5
0.588, IVT_MsgCount, 6
0.588, IVT_Result_state, 0
0.588, IVT_W, 0
0.588, VCU_wheelSpeed_RL, 0.0
0.588, VCU_wheelSpeed_RR, 0.0
0.589, ThrottlePercent, 0
0.589, BrakePercent, 0
0.589, FrontBrakePressure, 13
0.589, SteeringAngle, -59
0.589, BrakeWhileThrottle, 0
0.589, RLSpeedKPH, 0.0
0.589, RRSpeedKPH, 0.0
0.589, FLSpeedKPH, 0.0
0.589, FRSpeedKPH, 0.0
0.589, TCTorqueMax, 3.392
0.589, TCLeftSlip, -0.999
0.589, TCRightSlip, -0.999
0.589, TCTorqueAdjustment, 0.0
0.637, IVT_MsgID_RX, 7
0.637, IVT_MsgCount, 15
0.637, IVT_Result_state, 0
0.637, IVT_Wh, 0
0.637, IVT_MsgID_RX, 0
0.637, IVT_MsgCount, 7
0.637, IVT_Result_state, 0
0.637, IVT_I, 0.001
0.637, IVT_MsgID_RX, 5
0.637, IVT_MsgCount, 7
0.637, IVT_Result_state, 0
0.637, IVT_W, 0
0.637, BMU_checkFailed, BSPD_FAILED
0.637, BMU_InterlockInitialized, 0
0.637, VoltageCellMuxSelect, 12
0.637, VoltageCell37, 3.2786
0.637, VoltageCell38, 3.4835000000000003
0.637, VoltageCell39, 3.4732000000000003
0.637, ThrottlePercent, 0
0.637, BrakePercent, 0
0.637, FrontBrakePressure, 10
0.637, SteeringAngle, -59
0.637, BrakeWhileThrottle, 0
0.637, AdjustedVoltageCellMuxSelect, 12
0.637, AdjustedVoltageCell37, 3.2782
0.637, AdjustedVoltageCell38, 3.4836
0.637, AdjustedVoltageCell39, 3.4732000000000003
0.637, TempChannelMuxSelect, 12
0.637, TempChannel37, 0.0
0.637, TempChannel38, 0.0
0.637, TempChannel39, 0.0
0.637, VoltageBusHV, 0.0
0.637, VoltageCellMax, 3.5797000000000003
0.637, VoltageCellMin, 3.0901
0.637, CurrentBusHV, 0.0
0.637, AMS_PackVoltage, 468.14
0.637, VCU_wheelSpeed_RL, 0.0
0.637, VCU_wheelSpeed_RR, 0.0
0.637, RLSpeedKPH, 0.0
0.637, RRSpeedKPH, 0.0
0.637, FLSpeedKPH, 0.0
0.637, FRSpeedKPH, 0.0
0.638, IVT_MsgID_RX, 0
0.638, IVT_MsgCount, 8
0.638, IVT_Result_state, 0
0.638, IVT_I, -0.001
0.638, IVT_MsgID_RX, 1
0.638, IVT_MsgCount, 8
0.638, IVT_Result_state, 0
0.638, IVT_U1, 0.004
0.638, IVT_MsgID_RX, 2
0.638, IVT_MsgCount, 8
0.638, IVT_Result_state, 0
0.638, IVT_U2, 0.004
0.638, IVT_MsgID_RX, 3
0.638, IVT_MsgCount, 8
0.638, IVT_Result_state, 0
0.638, IVT_U3, 0.047
0.638, IVT_MsgID_RX, 5
0.638, IVT_MsgCount, 8
0.638, IVT_Result_state, 0
0.638, IVT_W, 0
0.638, TCTorqueMax, 3.392
0.638, TCLeftSlip, -0.999
0.638, TCRightSlip, -0.999
0.638, TCTorqueAdjustment, 0.0
0.638, ThrottlePercent, 0
0.638, BrakePercent, 0
0.638, FrontBrakePressure, 14
0.638, SteeringAngle, -59
0.638, BrakeWhileThrottle, 0
0.638, IVT_MsgID_RX, 7
0.638, IVT_MsgCount, 0
0.638, IVT_Result_state, 0
0.638, IVT_Wh, 0
0.638, IVT_MsgID_RX, 0
0.638, IVT_MsgCount, 9
0.638, IVT_Result_state, 0
0.638, IVT_I, 0.0
0.638, IVT_MsgID_RX, 5
0.638, IVT_MsgCount, 9
0.638, IVT_Result_state, 0
0.638, IVT_W, 0
0.687, ThrottlePercent, 0
0.687, BrakePercent, 0
0.687, FrontBrakePressure, 9
0.687, SteeringAngle, -59
0.687, BrakeWhileThrottle, 0
0.687, VCU_wheelSpeed_RL, 0.0
0.687, VCU_wheelSpeed_RR, 0.0
0.687, RLSpeedKPH, 0.0
0.687, RRSpeedKPH, 0.0
0.687, FLSpeedKPH, 0.0
0.687, FRSpeedKPH, 0.0
0.687, IVT_MsgID_RX, 7
0.687, IVT_MsgCount, 1
0.687, IVT_Result_state, 0
0.687, IVT_Wh, 0
0.687, TCTorqueMax, 3.392
0.687, TCLeftSlip, -0.999
0.687, TCRightSlip, -0.999
0.687, TCTorqueAdjustment, 0.0
0.688, StateBatteryChargeHV, 27.1
0.688, StateBatteryHealthHV, 0.0
0.688, StateBatteryPowerHV, 331.90000000000003
0.688, TempCellMax, 156.0
0.688, TempCellMin, 55.0
0.688, StateBMS, Wait_System_Up
0.688, HighestTempThermistor, 0
0.688, VoltageCellMuxSelect, 13
0.688, VoltageCell40, 3.4735
0.688, VoltageCell41, 3.3942
0.688, VoltageCell42, 3.431
0.688, IVT_MsgID_RX, 0
0.688, IVT_MsgCount, 10
0.688, IVT_Result_state, 0
0.688, IVT_I, 0.006
0.688, IVT_MsgID_RX, 5
0.688, IVT_MsgCount, 10
0.688, IVT_Result_state, 0
0.688, IVT_W, 0
0.688, AdjustedVoltageCellMuxSelect, 13
0.688, AdjustedVoltageCell40, 3.4734000000000003
0.688, AdjustedVoltageCell41, 3.3941000000000003
0.688, AdjustedVoltageCell42, 3.4309000000000003
0.688, TempChannelMuxSelect, 13
0.688, TempChannel40, 0.0
0.688, TempChannel41, 0.0
0.688, TempChannel42, 19.39
0.688, ThrottlePercent, 0
0.688, BrakePercent, 0
0.688, FrontBrakePressure, 12
0.688, SteeringAngle, -59
0.688, BrakeWhileThrottle, 0
0.688, ChannelCurrentRadiator, 0.268
0.688, ChannelCurrentAccFan, 0.201
0.688, ChannelCurrentPump1, 0.0
0.688, ChannelCurrentPump2, 0.17400000000000002
0.688, ChannelCurrentAUX1, 0.0
0.688, ChannelCurrentAUX2, 0.214
0.688, ChannelCurrentAUX3, 0.0
0.688, ChannelCurrentAUX4, 0.17400000000000002
0.688, ChannelCurrentBMU, 0.523
0.688, ChannelCurrentCDU, 0.389
0.688, ChannelCurrentTCU, 0.34900000000000003
0.688, ChannelCurrentWSB, 0.725
0.688, ChannelCurrentBrakeLight, 0.0
0.688, ChannelCurrentInverter, 0.0
0.688, IVT_MsgID_RX, 0
0.688, IVT_MsgCount, 11
0.688, IVT_Result_state, 0
0.688, IVT_I, 0.001
0.688, IVT_MsgID_RX, 1
0.688, IVT_MsgCount, 9
0.688, IVT_Result_state, 0
0.688, IVT_U1, -0.037
0.688, IVT_MsgID_RX, 2
0.688, IVT_MsgCount, 9
0.688, IVT_Result_state, 0
0.688, IVT_U2, 0.029
0.689, IVT_MsgID_RX, 3
0.689, IVT_MsgCount, 9
0.689, IVT_Result_state, 0
0.689, IVT_U3, 0.041
0.689, IVT_MsgID_RX, 5
0.689, IVT_MsgCount, 11
0.689, IVT_Result_state, 0
0.689, IVT_W, 0
0.689, ThrottlePercent, 0
0.689, BrakePercent, 0
0.689, FrontBrakePressure, 8
0.689, SteeringAngle, -59
0.689, BrakeWhileThrottle, 0
0.689, IVT_MsgID_RX, 7
0.689, IVT_MsgCount, 2
0.689, IVT_Result_state, 0
0.689, IVT_Wh, 0
0.689, VCU_wheelSpeed_RL, 0.0
0.689, VCU_wheelSpeed_RR, 0.0
0.689, RLSpeedKPH, 0.0
0.689, RRSpeedKPH, 0.0
0.689, FLSpeedKPH, 0.0
0.689, FRSpeedKPH, 0.0
0.737, TCTorqueMax, 3.392
0.737, TCLeftSlip, -0.999
0.737, TCRightSlip, -0.999
0.737, TCTorqueAdjustment, 0.0
0.737, IVT_MsgID_RX, 5
0.737, IVT_MsgCount, 12
0.737, IVT_Result_state, 0
0.737, IVT_W, 0
0.737, IVT_MsgID_RX, 0
0.737, IVT_MsgCount, 12
0.737, IVT_Result_state, 0
0.737, IVT_I, 0.001
0.737, BMU_checkFailed, BSPD_FAILED
0.737, BMU_InterlockInitialized, 0
0.737, VoltageCellMuxSelect, 14
0.737, VoltageCell43, 3.4328000000000003
0.737, VoltageCell44, 3.4326000000000003
0.737, VoltageCell45, 3.43
0.737, ThrottlePercent, 0
0.737, BrakePercent, 0
0.737, FrontBrakePressure, 12
0.737, SteeringAngle, -59
0.737, BrakeWhileThrottle, 0
0.737, AdjustedVoltageCellMuxSelect, 14
0.737, AdjustedVoltageCell43, 3.4328000000000003
0.737, AdjustedVoltageCell44, 3.4324000000000003
0.737, AdjustedVoltageCell45, 3.43
0.737, TempChannelMuxSelect, 14
0.737, TempChannel43, 19.24000000000001
0.737, TempChannel44, 19.08
0.737, TempChannel45, 19.189999999999998
0.737, IVT_MsgID_RX, 7
0.737, IVT_MsgCount, 3
0.737, IVT_Result_state, 0
0.737, IVT_Wh, 0
0.738, IVT_MsgID_RX, 5
0.738, IVT_MsgCount, 13
0.738, IVT_Result_state, 0
0.738, IVT_W, 0
0.738, VoltageBusHV, 0.0
0.738, VoltageCellMax, 3.5798
0.738, VoltageCellMin, 3.0901
0.738, CurrentBusHV, 0.0
0.738, IVT_MsgID_RX, 0
0.738, IVT_MsgCount, 13
0.738, IVT_Result_state, 0
0.738, IVT_I, -0.002
0.738, AMS_PackVoltage, 468.14
0.738, VCU_wheelSpeed_RL, 0.0
0.738, VCU_wheelSpeed_RR, 0.0
0.738, ThrottlePercent, 0
0.738, BrakePercent, 0
0.738, FrontBrakePressure, 13
0.738, SteeringAngle, -59
0.738, BrakeWhileThrottle, 0
0.738, RLSpeedKPH, 0.0
0.738, RRSpeedKPH, 0.0
0.738, FLSpeedKPH, 0.0
0.738, FRSpeedKPH, 0.0
0.738, TCTorqueMax, 3.392
0.738, TCLeftSlip, -0.999
0.738, TCRightSlip, -0.999
0.738, TCTorqueAdjustment, 0.0
0.738, IVT_MsgID_RX, 1
0.738, IVT_MsgCount, 10
0.738, IVT_Result_state, 0
0.738, IVT_U1, -0.033
0.738, IVT_MsgID_RX, 2
0.738, IVT_MsgCount, 10
0.738, IVT_Result_state, 0
0.738, IVT_U2, 0.004
0.738, IVT_MsgID_RX, 3
0.738, IVT_MsgCount, 10
0.738, IVT_Result_state, 0
0.738, IVT_U3, 0.041
0.738, IVT_MsgID_RX, 5
0.738, IVT_MsgCount, 14
0.738, IVT_Result_state, 0
0.738, IVT_W, 0
0.738, IVT_MsgID_RX, 0
0.738, IVT_MsgCount, 14
0.738, IVT_Result_state, 0
0.738, IVT_I, 0.001
0.787, ThrottlePercent, 0
0.787, BrakePercent, 0
0.787, FrontBrakePressure, 11
0.787, SteeringAngle, -59
0.787, BrakeWhileThrottle, 0
0.787, IVT_MsgID_RX, 7
0.787, IVT_MsgCount, 4
0.787, IVT_Result_state, 0
0.787, IVT_Wh, 0
0.788, IVT_MsgID_RX, 5
0.788, IVT_MsgCount, 15
0.788, IVT_Result_state, 0
0.788, IVT_W, 0
0.788, VCU_wheelSpeed_RL, 0.0
0.788, VCU_wheelSpeed_RR, 0.0
0.788, IVT_MsgID_RX, 0
0.788, IVT_MsgCount, 15
0.788, IVT_Result_state, 0
0.788, IVT_I, -0.002
0.788, RLSpeedKPH, 0.0
0.788, RRSpeedKPH, 0.0
0.788, FLSpeedKPH, 0.0
0.788, FRSpeedKPH, 0.0
0.788, TCTorqueMax, 3.392
0.788, TCLeftSlip, -0.999
0.788, TCRightSlip, -0.999
0.788, TCTorqueAdjustment, 0.0
0.788, ThrottlePercent, 0
0.788, BrakePercent, 0
0.788, FrontBrakePressure, 7
0.788, SteeringAngle, -59
0.788, BrakeWhileThrottle, 0
0.788, ChannelCurrentRadiator, 0.228
0.788, ChannelCurrentAccFan, 0.201
0.788, ChannelCurrentPump1, 0.0
0.788, ChannelCurrentPump2, 0.201
0.788, ChannelCurrentAUX1, 0.0
0.788, ChannelCurrentAUX2, 0.187
0.788, ChannelCurrentAUX3, 0.0
0.788, ChannelCurrentAUX4, 0.147
0.788, ChannelCurrentBMU, 0.537
0.788, ChannelCurrentCDU, 0.389
0.788, ChannelCurrentTCU, 0.375
0.788, ChannelCurrentWSB, 0.671
0.788, ChannelCurrentBrakeLight, 0.0
0.788, ChannelCurrentInverter, 0.0
0.788, StateBatteryChargeHV, 27.1
0.788, StateBatteryHealthHV, 0.0
0.788, StateBatteryPowerHV, 331.90000000000003
0.788, TempCellMax, 156.0
0.788, TempCellMin, 55.0
0.788, StateBMS, Wait_System_Up
0.788, HighestTempThermistor, 0
0.788, VoltageCellMuxSelect, 15
0.788, VoltageCell46, 3.434
0.788, VoltageCell47, 3.4006000000000003
0.788, VoltageCell48, 3.5797000000000003
0.788, IVT_MsgID_RX, 7
0.788, IVT_MsgCount, 5
0.788, IVT_Result_state, 0
0.788, IVT_Wh, 0
0.788, AdjustedVoltageCellMuxSelect, 15
0.788, AdjustedVoltageCell46, 3.4339
0.788, AdjustedVoltageCell47, 3.4004000000000003
0.788, AdjustedVoltageCell48, 3.5797000000000003
0.791, IVT_MsgID_RX, 5
0.791, IVT_MsgCount, 0
0.791, IVT_Result_state, 0
0.791, IVT_W, 0
0.791, IVT_MsgID_RX, 0
0.791, IVT_MsgCount, 0
0.791, IVT_Result_state, 0
0.791, IVT_I, 0.001
0.792, TempChannelMuxSelect, 15
0.792, TempChannel46, 18.97
0.792, TempChannel47, 19.03
0.792, TempChannel48, 0.0
0.792, ThrottlePercent, 0
0.792, BrakePercent, 0
0.792, FrontBrakePressure, 10
0.792, SteeringAngle, -59
0.792, BrakeWhileThrottle, 0
0.837, VCU_wheelSpeed_RL, 0.0
0.837, VCU_wheelSpeed_RR, 0.0
0.837, RLSpeedKPH, 0.0
0.837, RRSpeedKPH, 0.0
0.837, FLSpeedKPH, 0.0
0.837, FRSpeedKPH, 0.0
0.837, TCTorqueMax, 3.392
0.837, TCLeftSlip, -0.999
0.837, TCRightSlip, -0.999
0.837, TCTorqueAdjustment, 0.0
0.837, IVT_MsgID_RX, 1
0.837, IVT_MsgCount, 11
0.837, IVT_Result_state, 0
0.837, IVT_U1, -0.016
0.837, IVT_MsgID_RX, 2
0.837, IVT_MsgCount, 11
0.837, IVT_Result_state, 0
0.837, IVT_U2, 0.02
0.837, IVT_MsgID_RX, 3
0.837, IVT_MsgCount, 11
0.837, IVT_Result_state, 0
0.837, IVT_U3, 0.02
0.837, IVT_MsgID_RX, 5
0.837, IVT_MsgCount, 1
0.837, IVT_Result_state, 0
0.837, IVT_W, 0
0.837, IVT_MsgID_RX, 0
0.837, IVT_MsgCount, 1
0.837, IVT_Result_state, 0
0.837, IVT_I, 0.0
0.837, ThrottlePercent, 0
0.837, BrakePercent, 0
0.837, FrontBrakePressure, 8
0.837, SteeringAngle, -59
0.837, BrakeWhileThrottle, 0
0.837, BMU_checkFailed, BSPD_FAILED
0.837, BMU_InterlockInitialized, 0
0.837, VoltageCellMuxSelect, 16
0.837, VoltageCell49, 3.5526
0.837, VoltageCell50, 3.5473000000000003
0.837, VoltageCell51, 3.3681
0.838, AdjustedVoltageCellMuxSelect, 16
0.838, AdjustedVoltageCell49, 3.5525
0.838, AdjustedVoltageCell50, 3.5472
0.838, AdjustedVoltageCell51, 3.3674
0.838, IVT_MsgID_RX, 7
0.838, IVT_MsgCount, 6
0.838, IVT_Result_state, 0
0.838, IVT_Wh, 0
0.838, TempChannelMuxSelect, 16
0.838, TempChannel49, 0.0
0.838, TempChannel50, 0.0
0.838, TempChannel51, 0.0
0.838, IVT_MsgID_RX, 5
0.838, IVT_MsgCount, 2
0.838, IVT_Result_state, 0
0.838, IVT_W, 0
0.838, IVT_MsgID_RX, 0
0.838, IVT_MsgCount, 2
0.838, IVT_Result_state, 0
0.838, IVT_I, 0.004
0.838, VoltageBusHV, 0.0
0.838, VoltageCellMax, 3.5797000000000003
0.838, VoltageCellMin, 3.0901
0.838, CurrentBusHV, 0.0
0.838, ThrottlePercent, 0
0.838, BrakePercent, 0
0.838, FrontBrakePressure, 10
0.838, SteeringAngle, -59
0.838, BrakeWhileThrottle, 0
0.838, AMS_PackVoltage, 468.14
0.838, VCU_wheelSpeed_RL, 0.0
0.838, VCU_wheelSpeed_RR, 0.0
0.838, RLSpeedKPH, 0.0
0.838, RRSpeedKPH, 0.0
0.838, FLSpeedKPH, 0.0
0.838, FRSpeedKPH, 0.0
0.838, TCTorqueMax, 3.392
0.838, TCLeftSlip, -0.999
0.838, TCRightSlip, -0.999
0.838, TCTorqueAdjustment, 0.0
0.838, IVT_MsgID_RX, 7
0.838, IVT_MsgCount, 7
0.838, IVT_Result_state, 0
0.838, IVT_Wh, 0
0.838, IVT_MsgID_RX, 5
0.838, IVT_MsgCount, 3
0.838, IVT_Result_state, 0
0.838, IVT_W, 0
0.838, IVT_MsgID_RX, 0
0.838, IVT_MsgCount, 3
0.838, IVT_Result_state, 0
0.838, IVT_I, 0.0
0.887, ThrottlePercent, 0
0.887, BrakePercent, 0
0.887, FrontBrakePressure, 10
0.887, SteeringAngle, -59
0.887, BrakeWhileThrottle, 0
0.887, VoltageCellMuxSelect, 17
0.887, VoltageCell52, 3.3922000000000003
0.887, VoltageCell53, 3.3915
0.887, VoltageCell54, 3.3909000000000002
0.887, AdjustedVoltageCellMuxSelect, 17
0.887, AdjustedVoltageCell52, 3.3921
0.887, AdjustedVoltageCell53, 3.3915
0.887, AdjustedVoltageCell54, 3.3908
0.887, IVT_MsgID_RX, 1
0.887, IVT_MsgCount, 12
0.887, IVT_Result_state, 0
0.887, IVT_U1, -0.02
0.887, IVT_MsgID_RX, 2
0.887, IVT_MsgCount, 12
0.887, IVT_Result_state, 0
0.887, IVT_U2, 0.004
0.887, IVT_MsgID_RX, 3
0.887, IVT_MsgCount, 12
0.887, IVT_Result_state, 0
0.887, IVT_U3, 0.054
0.887, TempChannelMuxSelect, 17
0.887, TempChannel52, 0.0
0.887, TempChannel53, 0.0
0.887, TempChannel54, 0.0
0.887, IVT_MsgID_RX, 5
0.887, IVT_MsgCount, 4
0.887, IVT_Result_state, 0
0.887, IVT_W, 0
0.887, IVT_MsgID_RX, 0
0.887, IVT_MsgCount, 4
0.887, IVT_Result_state, 0
0.887, IVT_I, 0.004
0.887, VCU_wheelSpeed_RL, 0.0
0.887, VCU_wheelSpeed_RR, 0.0
0.887, ThrottlePercent, 0
0.887, BrakePercent, 0
0.887, FrontBrakePressure, 10
0.887, SteeringAngle, -59
0.887, BrakeWhileThrottle, 0
0.887, ChannelCurrentRadiator, 0.214
0.887, ChannelCurrentAccFan, 0.161
0.887, ChannelCurrentPump1, 0.0
0.887, ChannelCurrentPump2, 0.214
0.887, ChannelCurrentAUX1, 0.0
0.887, ChannelCurrentAUX2, 0.214
0.887, ChannelCurrentAUX3, 0.0
0.887, ChannelCurrentAUX4, 0.201
0.887, RLSpeedKPH, 0.0
0.887, RRSpeedKPH, 0.0
0.887, FLSpeedKPH, 0.0
0.887, FRSpeedKPH, 0.0
0.887, ChannelCurrentBMU, 0.51
0.887, ChannelCurrentCDU, 0.375
0.887, ChannelCurrentTCU, 0.335
0.887, ChannelCurrentWSB, 0.765
0.888, ChannelCurrentBrakeLight, 0.0
0.888, ChannelCurrentInverter, 0.0
0.888, IVT_MsgID_RX, 7
0.888, IVT_MsgCount, 8
0.888, IVT_Result_state, 0
0.888, IVT_Wh, 0
0.888, TCTorqueMax, 3.392
0.888, TCLeftSlip, -0.999
0.888, TCRightSlip, -0.999
0.888, TCTorqueAdjustment, 0.0
0.888, IVT_MsgID_RX, 5
0.888, IVT_MsgCount, 5
0.888, IVT_Result_state, 0
0.888, IVT_W, 0
0.888, IVT_MsgID_RX, 0
0.888, IVT_MsgCount, 5
0.888, IVT_Result_state, 0
0.888, IVT_I, 0.0
0.888, ThrottlePercent, 0
0.888, BrakePercent, 0
0.888, FrontBrakePressure, 13
0.888, SteeringAngle, -59
0.888, BrakeWhileThrottle, 0
0.888, StateBatteryChargeHV, 27.1
0.888, StateBatteryHealthHV, 0.0
0.888, StateBatteryPowerHV, 331.90000000000003
0.888, TempCellMax, 156.0
0.888, TempCellMin, 55.0
0.888, StateBMS, Wait_System_Up
0.888, HighestTempThermistor, 0
0.937, IVT_MsgID_RX, 7
0.937, IVT_MsgCount, 9
0.937, IVT_Result_state, 0
0.937, IVT_Wh, 0
0.937, IVT_MsgID_RX, 5
0.937, IVT_MsgCount, 6
0.937, IVT_Result_state, 0
0.937, IVT_W, 0
0.937, IVT_MsgID_RX, 0
0.937, IVT_MsgCount, 6
0.937, IVT_Result_state, 0
0.937, IVT_I, -0.001
0.937, VCU_wheelSpeed_RL, 0.0
0.937, VCU_wheelSpeed_RR, 0.0
0.937, RLSpeedKPH, 0.0
0.937, RRSpeedKPH, 0.0
0.937, FLSpeedKPH, 0.0
0.937, FRSpeedKPH, 0.0
0.937, TCTorqueMax, 3.392
0.937, TCLeftSlip, -0.999
0.937, TCRightSlip, -0.999
0.937, TCTorqueAdjustment, 0.0
0.937, ThrottlePercent, 0
0.937, BrakePercent, 0
0.937, FrontBrakePressure, 10
0.937, SteeringAngle, -59
0.937, BrakeWhileThrottle, 0
0.937, BMU_checkFailed, BSPD_FAILED
0.937, BMU_InterlockInitialized, 0
0.938, VoltageCellMuxSelect, 18
0.938, VoltageCell55, 3.3923
0.938, VoltageCell56, 3.3949000000000003
0.938, VoltageCell57, 3.3695
0.938, AdjustedVoltageCellMuxSelect, 18
0.938, AdjustedVoltageCell55, 3.3922000000000003
0.938, AdjustedVoltageCell56, 3.3948
0.938, AdjustedVoltageCell57, 3.3681
0.938, TempChannelMuxSelect, 18
0.938, TempChannel55, 19.409999999999997
0.938, TempChannel56, 19.409999999999997
0.938, TempChannel57, 19.400000000000006
0.938, IVT_MsgID_RX, 1
0.938, IVT_MsgCount, 13
0.938, IVT_Result_state, 0
0.938, IVT_U1, -0.043000000000000003
0.938, IVT_MsgID_RX, 2
0.938, IVT_MsgCount, 13
0.938, IVT_Result_state, 0
0.938, IVT_U2, 0.029
0.938, IVT_MsgID_RX, 3
0.938, IVT_MsgCount, 13
