0000006D, AMS_PackVoltage, 0.0
00000133, ChannelCurrentRadiator, 0.228
00000133, ChannelCurrentAccFan, 0.214
00000133, ChannelCurrentPump1, 0.0
00000133, ChannelCurrentPump2, 0.228
00000133, ChannelCurrentAUX1, 0.0
00000133, ChannelCurrentAUX2, 0.228
00000133, ChannelCurrentAUX3, 0.0
00000133, ChannelCurrentAUX4, 0.214
00000133, ChannelCurrentBMU, 0.51
00000133, ChannelCurrentCDU, 0.375
00000133, ChannelCurrentTCU, 0.375
00000133, ChannelCurrentWSB, 0.604
00000133, ChannelCurrentBrakeLight, 0.0
00000133, ChannelCurrentInverter, 0.0
00000133, IVT_MsgID_RX, 0
00000133, IVT_MsgCount, 7
00000133, IVT_Result_state, 0
00000133, IVT_I, 0.009000000000000001
00000133, VCU_wheelSpeed_RL, 0.0
00000133, VCU_wheelSpeed_RR, 0.0
00000134, RLSpeedKPH, 0.0
00000134, RRSpeedKPH, 0.0
00000134, FLSpeedKPH, 0.0
00000134, FRSpeedKPH, 0.0
00000134, TCTorqueMax, 3.392
00000134, TCLeftSlip, -0.999
00000134, TCRightSlip, -0.999
00000134, TCTorqueAdjustment, 0.0
00000135, IVT_MsgID_RX, 7
00000135, IVT_MsgCount, 5
00000135, IVT_Result_state, 0
00000135, IVT_Wh, 0
00000135, IVT_MsgID_RX, 0
00000135, IVT_MsgCount, 8
00000135, IVT_Result_state, 0
00000135, IVT_I, 0.003
00000164, BMU_checkFailed, BSPD_FAILED
00000164, BMU_InterlockInitialized, 0
00000164, VoltageCellMuxSelect, 6
00000164, VoltageCell19, 3.9499000000000004
00000164, VoltageCell20, 3.9528000000000003
00000164, VoltageCell21, 3.8697000000000004
00000164, AdjustedVoltageCellMuxSelect, 6
00000164, AdjustedVoltageCell19, 3.9499000000000004
00000164, AdjustedVoltageCell20, 3.9528000000000003
00000164, AdjustedVoltageCell21, 3.8697000000000004
00000164, VoltageBusHV, 0.0
00000164, VoltageCellMax, 4.0885
00000164, VoltageCellMin, 3.8658
00000164, CurrentBusHV, 0.0
00000164, AMS_PackVoltage, 546.85
00000164, TempChannelMuxSelect, 6
00000164, TempChannel19, 0.0
00000164, TempChannel20, 0.0
00000164, TempChannel21, 0.0
00000164, VCU_wheelSpeed_RL, 0.0
00000164, VCU_wheelSpeed_RR, 0.0
00000164, IVT_MsgID_RX, 0
00000164, IVT_MsgCount, 9
00000164, IVT_Result_state, 0
00000164, IVT_I, -0.004
00000165, RLSpeedKPH, 0.0
00000165, RRSpeedKPH, 0.0
00000165, FLSpeedKPH, 0.0
00000165, FRSpeedKPH, 0.0
00000165, IVT_MsgID_RX, 1
00000165, IVT_MsgCount, 3
00000165, IVT_Result_state, 0
00000165, IVT_U1, -0.035
00000165, IVT_MsgID_RX, 2
00000165, IVT_MsgCount, 3
00000165, IVT_Result_state, 0
00000165, IVT_U2, -0.11
00000166, IVT_MsgID_RX, 3
00000166, IVT_MsgCount, 3
00000166, IVT_Result_state, 0
00000166, IVT_U3, 0.014
00000166, IVT_MsgID_RX, 7
00000166, IVT_MsgCount, 6
00000166, IVT_Result_state, 0
00000166, IVT_Wh, 0
00000166, TCTorqueMax, 3.392
00000166, TCLeftSlip, -0.999
00000166, TCRightSlip, -0.999
00000166, TCTorqueAdjustment, 0.0
00000166, IVT_MsgID_RX, 0
00000166, IVT_MsgCount, 10
00000166, IVT_Result_state, 0
00000166, IVT_I, 0.002
00000167, StateBatteryChargeHV, 98.80000000000001
00000167, StateBatteryHealthHV, 0.0
00000167, StateBatteryPowerHV, 331.90000000000003
00000167, TempCellMax, 156.0
00000167, TempCellMin, 55.0
00000167, StateBMS, Wait_System_Up
00000167, HighestTempThermistor, 0
00000167, IVT_MsgID_RX, 7
00000167, IVT_MsgCount, 7
00000167, IVT_Result_state, 0
00000167, IVT_Wh, 0
00000167, VCU_wheelSpeed_RL, 0.0
00000167, VCU_wheelSpeed_RR, 0.0
00000167, RLSpeedKPH, 0.0
00000167, RRSpeedKPH, 0.0
00000167, FLSpeedKPH, 0.0
00000167, FRSpeedKPH, 0.0
00000196, TCTorqueMax, 3.392
00000196, TCLeftSlip, -0.999
00000196, TCRightSlip, -0.999
00000196, TCTorqueAdjustment, 0.0
00000196, VoltageCellMuxSelect, 7
00000196, VoltageCell22, 3.8691
00000196, VoltageCell23, 3.8701000000000003
00000196, VoltageCell24, 3.8711
00000196, IVT_MsgID_RX, 0
00000196, IVT_MsgCount, 11
00000196, IVT_Result_state, 0
00000196, IVT_I, 0.003
00000196, AdjustedVoltageCellMuxSelect, 7
00000196, AdjustedVoltageCell22, 3.8692
00000196, AdjustedVoltageCell23, 3.8702
00000196, AdjustedVoltageCell24, 3.8711
00000196, TempChannelMuxSelect, 7
00000196, TempChannel22, 0.0
00000196, TempChannel23, 0.0
00000196, TempChannel24, 0.0
00000197, ChannelCurrentRadiator, 0.214
00000197, ChannelCurrentAccFan, 0.214
00000197, ChannelCurrentPump1, 0.0
00000197, ChannelCurrentPump2, 0.241
00000197, ChannelCurrentAUX1, 0.0
00000197, ChannelCurrentAUX2, 0.201
00000197, ChannelCurrentAUX3, 0.0
00000197, ChannelCurrentAUX4, 0.134
00000197, ChannelCurrentBMU, 0.523
00000197, ChannelCurrentCDU, 0.375
00000197, ChannelCurrentTCU, 0.362
00000197, ChannelCurrentWSB, 0.604
00000198, ChannelCurrentBrakeLight, 0.0
00000198, ChannelCurrentInverter, 0.0
00000198, IVT_MsgID_RX, 0
00000198, IVT_MsgCount, 12
00000198, IVT_Result_state, 0
00000198, IVT_I, 0.001
00000198, IVT_MsgID_RX, 1
00000198, IVT_MsgCount, 4
00000198, IVT_Result_state, 0
00000198, IVT_U1, -0.031
00000198, IVT_MsgID_RX, 2
00000198, IVT_MsgCount, 4
00000198, IVT_Result_state, 0
00000198, IVT_U2, -0.099
00000198, IVT_MsgID_RX, 3
00000198, IVT_MsgCount, 4
00000198, IVT_Result_state, 0
00000198, IVT_U3, 0.07200000000000001
00000198, IVT_MsgID_RX, 7
00000198, IVT_MsgCount, 8
00000198, IVT_Result_state, 0
00000198, IVT_Wh, 0
00000198, VCU_wheelSpeed_RL, 0.0
00000198, VCU_wheelSpeed_RR, 0.0
00000198, RLSpeedKPH, 0.0
00000198, RRSpeedKPH, 0.0
00000198, FLSpeedKPH, 0.0
00000198, FRSpeedKPH, 0.0
00000198, TCTorqueMax, 3.392
00000198, TCLeftSlip, -0.999
00000198, TCRightSlip, -0.999
00000198, TCTorqueAdjustment, 0.0
00000199, IVT_MsgID_RX, 0
00000199, IVT_MsgCount, 13
00000199, IVT_Result_state, 0
00000199, IVT_I, -0.001
000001C8, BMU_checkFailed, BSPD_FAILED
000001C8, BMU_InterlockInitialized, 0
000001C8, VoltageCellMuxSelect, 8
000001C8, VoltageCell25, 3.9107000000000003
000001C8, VoltageCell26, 3.8714000000000004
000001C8, VoltageCell27, 3.8666
000001C9, IVT_MsgID_RX, 7
000001C9, IVT_MsgCount, 9
000001C9, IVT_Result_state, 0
000001C9, IVT_Wh, 0
000001C9, AdjustedVoltageCellMuxSelect, 8
000001C9, AdjustedVoltageCell25, 3.9108
000001C9, AdjustedVoltageCell26, 3.8714000000000004
000001C9, AdjustedVoltageCell27, 3.8665000000000003
000001C9, TempChannelMuxSelect, 8
000001C9, TempChannel25, 0.0
000001C9, TempChannel26, 0.0
000001C9, TempChannel27, 0.0
000001C9, VoltageBusHV, 0.0
000001C9, VoltageCellMax, 4.0882000000000005
000001C9, VoltageCellMin, 3.8658
000001C9, CurrentBusHV, 0.0
000001C9, IVT_MsgID_RX, 0
000001C9, IVT_MsgCount, 14
000001C9, IVT_Result_state, 0
000001C9, IVT_I, 0.005
000001C9, AMS_PackVoltage, 546.85
000001CA, VCU_wheelSpeed_RL, 0.0
000001CA, VCU_wheelSpeed_RR, 0.0
000001CA, RLSpeedKPH, 0.0
000001CA, RRSpeedKPH, 0.0
000001CA, FLSpeedKPH, 0.0
000001CA, FRSpeedKPH, 0.0
000001CA, TCTorqueMax, 3.392
000001CA, TCLeftSlip, -0.999
000001CA, TCRightSlip, -0.999
000001CA, TCTorqueAdjustment, 0.0
000001CA, IVT_MsgID_RX, 0
000001CA, IVT_MsgCount, 15
000001CA, IVT_Result_state, 0
000001CA, IVT_I, 0.0
000001CA, IVT_MsgID_RX, 1
000001CA, IVT_MsgCount, 5
000001CA, IVT_Result_state, 0
000001CA, IVT_U1, 0.018000000000000002
000001CA, IVT_MsgID_RX, 2
000001CA, IVT_MsgCount, 5
000001CA, IVT_Result_state, 0
000001CA, IVT_U2, -0.066
000001CA, IVT_MsgID_RX, 3
000001CA, IVT_MsgCount, 5
000001CA, IVT_Result_state, 0
000001CA, IVT_U3, 0.035
000001CA, IVT_MsgID_RX, 7
000001CA, IVT_MsgCount, 10
000001CA, IVT_Result_state, 0
000001CA, IVT_Wh, 0
000001FA, IVT_MsgID_RX, 0
000001FA, IVT_MsgCount, 0
000001FA, IVT_Result_state, 0
000001FA, IVT_I, 0.008
000001FA, VCU_wheelSpeed_RL, 0.0
000001FA, VCU_wheelSpeed_RR, 0.0
000001FA, RLSpeedKPH, 0.0
000001FA, RRSpeedKPH, 0.0
000001FA, FLSpeedKPH, 0.0
000001FA, FRSpeedKPH, 0.0
000001FA, TCTorqueMax, 3.392
000001FA, TCLeftSlip, -0.999
000001FA, TCRightSlip, -0.999
000001FA, TCTorqueAdjustment, 0.0
000001FA, StateBatteryChargeHV, 98.80000000000001
000001FA, StateBatteryHealthHV, 0.0
000001FA, StateBatteryPowerHV, 331.90000000000003
000001FA, TempCellMax, 156.0
000001FA, TempCellMin, 55.0
000001FA, StateBMS, Wait_System_Up
000001FA, HighestTempThermistor, 0
000001FA, VoltageCellMuxSelect, 9
000001FA, VoltageCell28, 3.9803
000001FA, VoltageCell29, 3.9516
000001FA, VoltageCell30, 3.9505000000000003
000001FA, AdjustedVoltageCellMuxSelect, 9
000001FA, AdjustedVoltageCell28, 3.9811
000001FA, AdjustedVoltageCell29, 3.9516
000001FA, AdjustedVoltageCell30, 3.9505000000000003
000001FA, IVT_MsgID_RX, 7
000001FA, IVT_MsgCount, 11
000001FA, IVT_Result_state, 0
000001FA, IVT_Wh, 0
000001FB, TempChannelMuxSelect, 9
000001FB, TempChannel28, 21.24000000000001
000001FB, TempChannel29, 21.22
000001FB, TempChannel30, 21.25
000001FB, ChannelCurrentRadiator, 0.161
000001FB, ChannelCurrentAccFan, 0.201
000001FB, ChannelCurrentPump1, 0.0
000001FB, ChannelCurrentPump2, 0.228
000001FB, ChannelCurrentAUX1, 0.0
000001FB, ChannelCurrentAUX2, 0.214
000001FB, ChannelCurrentAUX3, 0.0
000001FB, ChannelCurrentAUX4, 0.187
000001FB, ChannelCurrentBMU, 0.51
000001FB, ChannelCurrentCDU, 0.335
000001FB, ChannelCurrentTCU, 0.362
000001FB, ChannelCurrentWSB, 0.604
000001FB, ChannelCurrentBrakeLight, 0.0
000001FB, ChannelCurrentInverter, 0.0
000001FB, IVT_MsgID_RX, 0
000001FB, IVT_MsgCount, 1
000001FB, IVT_Result_state, 0
000001FB, IVT_I, 0.001
000001FC, VCU_wheelSpeed_RL, 0.0
000001FC, VCU_wheelSpeed_RR, 0.0
000001FC, RLSpeedKPH, 0.0
000001FC, RRSpeedKPH, 0.0
000001FC, FLSpeedKPH, 0.0
000001FC, FRSpeedKPH, 0.0
000001FD, TCTorqueMax, 3.392
000001FD, TCLeftSlip, -0.999
000001FD, TCRightSlip, -0.999
000001FD, TCTorqueAdjustment, 0.0
000001FD, IVT_MsgID_RX, 0
000001FD, IVT_MsgCount, 2
000001FD, IVT_Result_state, 0
000001FD, IVT_I, 0.0
000001FD, IVT_MsgID_RX, 1
000001FD, IVT_MsgCount, 6
000001FD, IVT_Result_state, 0
000001FD, IVT_U1, 0.024
000001FD, IVT_MsgID_RX, 2
000001FD, IVT_MsgCount, 6
000001FD, IVT_Result_state, 0
000001FD, IVT_U2, -0.07
000001FD, IVT_MsgID_RX, 3
000001FD, IVT_MsgCount, 6
000001FD, IVT_Result_state, 0
000001FD, IVT_U3, 0.037
000001FD, IVT_MsgID_RX, 7
000001FD, IVT_MsgCount, 12
000001FD, IVT_Result_state, 0
000001FD, IVT_Wh, 0
000001FD, ThrottlePercent, 0
000001FD, BrakePercent, 0
000001FD, brakePressure, 10
000001FD, SteeringAngle, -53
000001FD, BrakeWhileThrottle, 0
0000022C, BMU_checkFailed, BSPD_FAILED
0000022C, BMU_InterlockInitialized, 0
0000022C, VoltageCellMuxSelect, 10
0000022C, VoltageCell31, 3.9021000000000003
0000022C, VoltageCell32, 3.869
0000022C, VoltageCell33, 3.8705000000000003
0000022C, AdjustedVoltageCellMuxSelect, 10
0000022C, AdjustedVoltageCell31, 3.9017000000000004
0000022C, AdjustedVoltageCell32, 3.8689
0000022C, AdjustedVoltageCell33, 3.8706
0000022C, TempChannelMuxSelect, 10
0000022C, TempChannel31, 0.0
0000022C, TempChannel32, 0.0
0000022C, TempChannel33, 0.0
0000022C, IVT_MsgID_RX, 0
0000022C, IVT_MsgCount, 3
0000022C, IVT_Result_state, 0
0000022C, IVT_I, 0.003
0000022C, VoltageBusHV, 0.02
0000022C, VoltageCellMax, 4.0883
0000022C, VoltageCellMin, 3.8658
0000022C, CurrentBusHV, 0.0
0000022D, AMS_PackVoltage, 546.85
0000022E, IVT_MsgID_RX, 7
0000022E, IVT_MsgCount, 13
0000022E, IVT_Result_state, 0
0000022E, IVT_Wh, 0
0000022E, VCU_wheelSpeed_RL, 0.0
0000022E, VCU_wheelSpeed_RR, 0.0
0000022E, RLSpeedKPH, 0.0
0000022E, RRSpeedKPH, 0.0
0000022E, FLSpeedKPH, 0.0
0000022E, FRSpeedKPH, 0.0
0000022E, TCTorqueMax, 3.392
0000022E, TCLeftSlip, -0.999
0000022E, TCRightSlip, -0.999
0000022E, TCTorqueAdjustment, 0.0
0000022E, IVT_MsgID_RX, 0
0000022E, IVT_MsgCount, 4
0000022E, IVT_Result_state, 0
0000022E, IVT_I, 0.006
0000022E, ThrottlePercent, 0
0000022E, BrakePercent, 0
0000022E, brakePressure, 10
0000022E, SteeringAngle, -53
0000022E, BrakeWhileThrottle, 0
0000022E, IVT_MsgID_RX, 0
0000022E, IVT_MsgCount, 5
0000022E, IVT_Result_state, 0
0000022E, IVT_I, 0.0
0000022E, IVT_MsgID_RX, 1
0000022E, IVT_MsgCount, 7
0000022E, IVT_Result_state, 0
0000022E, IVT_U1, -0.037
0000025E, IVT_MsgID_RX, 2
0000025E, IVT_MsgCount, 7
0000025E, IVT_Result_state, 0
0000025E, IVT_U2, -0.054
0000025E, IVT_MsgID_RX, 3
0000025E, IVT_MsgCount, 7
0000025E, IVT_Result_state, 0
0000025E, IVT_U3, 0.01
0000025E, IVT_MsgID_RX, 7
0000025E, IVT_MsgCount, 14
0000025E, IVT_Result_state, 0
0000025E, IVT_Wh, 0
0000025E, VoltageBusLV, 11.784
0000025E, CurrentBusLV, 0.0
0000025E, PowerBusLV, 0
0000025F, VCU_wheelSpeed_RL, 0.0
0000025F, VCU_wheelSpeed_RR, 0.0
0000025F, RLSpeedKPH, 0.0
0000025F, RRSpeedKPH, 0.0
0000025F, FLSpeedKPH, 0.0
0000025F, FRSpeedKPH, 0.0
0000025F, TCTorqueMax, 3.392
0000025F, TCLeftSlip, -0.999
0000025F, TCRightSlip, -0.999
0000025F, TCTorqueAdjustment, 0.0
0000025F, ChannelCurrentRadiator, 0.214
0000025F, ChannelCurrentAccFan, 0.214
0000025F, ChannelCurrentPump1, 0.0
0000025F, ChannelCurrentPump2, 0.214
00000260, ChannelCurrentAUX1, 0.0
00000260, ChannelCurrentAUX2, 0.17400000000000002
00000260, ChannelCurrentAUX3, 0.0
00000260, ChannelCurrentAUX4, 0.214
00000260, ChannelCurrentBMU, 0.51
00000260, ChannelCurrentCDU, 0.34900000000000003
00000260, ChannelCurrentTCU, 0.335
00000260, ChannelCurrentWSB, 0.604
00000260, ChannelCurrentBrakeLight, 0.0
00000260, ChannelCurrentInverter, 0.0
00000260, IVT_MsgID_RX, 0
00000260, IVT_MsgCount, 6
00000260, IVT_Result_state, 0
00000260, IVT_I, 0.002
00000260, StateBatteryChargeHV, 98.80000000000001
00000260, StateBatteryHealthHV, 0.0
00000260, StateBatteryPowerHV, 331.90000000000003
00000260, TempCellMax, 156.0
00000260, TempCellMin, 55.0
00000260, StateBMS, Wait_System_Up
00000260, HighestTempThermistor, 0
00000260, VoltageCellMuxSelect, 11
00000260, VoltageCell34, 3.87
00000260, VoltageCell35, 3.8698
00000260, VoltageCell36, 3.8686000000000003
00000260, AdjustedVoltageCellMuxSelect, 11
00000260, AdjustedVoltageCell34, 3.8699000000000003
00000260, AdjustedVoltageCell35, 3.8698
00000260, AdjustedVoltageCell36, 3.8686000000000003
00000260, IVT_MsgID_RX, 7
00000260, IVT_MsgCount, 15
00000260, IVT_Result_state, 0
00000260, IVT_Wh, 0
00000261, TempChannelMuxSelect, 11
00000261, TempChannel34, 0.0
00000261, TempChannel35, 0.0
00000261, TempChannel36, 0.0
00000261, IVT_MsgID_RX, 0
00000261, IVT_MsgCount, 7
00000261, IVT_Result_state, 0
00000261, IVT_I, 0.004
00000261, VCU_wheelSpeed_RL, 0.0
00000261, VCU_wheelSpeed_RR, 0.0
00000262, RLSpeedKPH, 0.0
00000262, RRSpeedKPH, 0.0
00000262, FLSpeedKPH, 0.0
00000262, FRSpeedKPH, 0.0
00000262, TCTorqueMax, 3.392
00000262, TCLeftSlip, -0.999
00000262, TCRightSlip, -0.999
00000262, TCTorqueAdjustment, 0.0
00000262, ThrottlePercent, 0
00000262, BrakePercent, 0
00000262, brakePressure, 10
00000262, SteeringAngle, -53
00000262, BrakeWhileThrottle, 0
00000290, BMU_checkFailed, BSPD_FAILED
00000290, BMU_InterlockInitialized, 0
00000290, VoltageCellMuxSelect, 12
00000290, VoltageCell37, 3.8695000000000004
00000290, VoltageCell38, 3.9598
00000290, VoltageCell39, 3.9496
00000290, AdjustedVoltageCellMuxSelect, 12
00000290, AdjustedVoltageCell37, 3.8691
00000290, AdjustedVoltageCell38, 3.9600000000000004
00000290, AdjustedVoltageCell39, 3.9496
00000290, TempChannelMuxSelect, 12
00000290, TempChannel37, 0.0
00000290, TempChannel38, 0.0
00000290, TempChannel39, 0.0
00000290, IVT_MsgID_RX, 1
00000290, IVT_MsgCount, 8
00000290, IVT_Result_state, 0
00000290, IVT_U1, -0.037
00000290, IVT_MsgID_RX, 2
00000290, IVT_MsgCount, 8
00000290, IVT_Result_state, 0
00000290, IVT_U2, -0.054
00000290, IVT_MsgID_RX, 3
00000290, IVT_MsgCount, 8
00000290, IVT_Result_state, 0
00000290, IVT_U3, 0.012
00000290, IVT_MsgID_RX, 7
00000290, IVT_MsgCount, 0
00000290, IVT_Result_state, 0
00000290, IVT_Wh, 0
00000290, IVT_MsgID_RX, 0
00000290, IVT_MsgCount, 8
00000290, IVT_Result_state, 0
00000290, IVT_I, 0.001
00000291, VoltageBusHV, 0.0
00000291, VoltageCellMax, 4.0883
00000291, VoltageCellMin, 3.8658
00000291, CurrentBusHV, 0.0
00000291, AMS_PackVoltage, 546.85
00000292, VCU_wheelSpeed_RL, 0.0
00000292, VCU_wheelSpeed_RR, 0.0
00000292, RLSpeedKPH, 0.0
00000292, RRSpeedKPH, 0.0
00000292, FLSpeedKPH, 0.0
00000292, FRSpeedKPH, 0.0
00000292, IVT_MsgID_RX, 0
00000292, IVT_MsgCount, 9
00000292, IVT_Result_state, 0
00000292, IVT_I, 0.001
00000292, TCTorqueMax, 3.392
00000292, TCLeftSlip, -0.999
00000292, TCRightSlip, -0.999
00000292, TCTorqueAdjustment, 0.0
00000293, IVT_MsgID_RX, 7
00000293, IVT_MsgCount, 1
00000293, IVT_Result_state, 0
00000293, IVT_Wh, 0
00000293, ThrottlePercent, 0
00000293, BrakePercent, 0
00000293, brakePressure, 10
00000293, SteeringAngle, -53
00000293, BrakeWhileThrottle, 0
00000293, IVT_MsgID_RX, 0
00000293, IVT_MsgCount, 10
00000293, IVT_Result_state, 0
00000293, IVT_I, -0.002
000002C2, VoltageCellMuxSelect, 13
000002C2, VoltageCell40, 3.9516
000002C2, VoltageCell41, 3.9042000000000003
000002C2, VoltageCell42, 3.9361
