0.74, BMU_checkFailed, BSPD_FAILED
0.834, VCU_wheelSpeed_RR, 0.0
0.834, RLSpeedKPH, 0.0
0.834, RRSpeedKPH, 0.0
0.834, FLSpeedKPH, 0.0
0.834, FRSpeedKPH, 0.0
0.834, TCTorqueMax, 3.392
0.834, TCLeftSlip, -0.999
0.834, TCRightSlip, -0.999
0.834, TCTorqueAdjustment, 0.0
0.834, IVT_MsgID_RX, 5
0.834, IVT_MsgCount, 2
0.834, IVT_Result_state, 0
0.834, IVT_W, 0
0.834, IVT_MsgID_RX, 0
0.834, IVT_MsgCount, 2
0.834, IVT_Result_state, 0
0.834, IVT_I, 0.007
0.834, ThrottlePercent, 0
0.834, BrakePercent, 5
0.834, FrontBrakePressure, 18
0.834, SteeringAngle, -31
0.834, BrakeWhileThrottle, 0
0.834, IVT_MsgID_RX, 7
0.834, IVT_MsgCount, 7
0.834, IVT_Result_state, 0
0.834, IVT_Wh, 0
0.834, IVT_MsgID_RX, 5
0.834, IVT_MsgCount, 3
0.834, IVT_Result_state, 0
0.834, IVT_W, 0
0.834, IVT_MsgID_RX, 0
0.834, IVT_MsgCount, 3
0.834, IVT_Result_state, 0
0.834, IVT_I, 0.0
0.883, BMU_checkFailed, BSPD_FAILED
0.883, BMU_InterlockInitialized, 0
0.883, VoltageCellMuxSelect, 16
0.883, VoltageCell49, 3.5158
0.883, VoltageCell50, 3.5124
0.883, VoltageCell51, 3.2413000000000003
0.883, VCU_wheelSpeed_RL, 0.0
0.883, VCU_wheelSpeed_RR, 0.0
0.883, ThrottlePercent, 0
0.883, BrakePercent, 5
0.883, FrontBrakePressure, 21
0.883, SteeringAngle, -31
0.883, BrakeWhileThrottle, 0
0.884, RLSpeedKPH, 0.0
0.884, RRSpeedKPH, 0.0
0.884, FLSpeedKPH, 0.0
0.884, FRSpeedKPH, 0.0
0.884, TCTorqueMax, 3.392
0.884, TCLeftSlip, -0.999
0.884, TCRightSlip, -0.999
0.884, TCTorqueAdjustment, 0.0
0.884, AdjustedVoltageCellMuxSelect, 16
0.884, AdjustedVoltageCell49, 3.5156
0.884, AdjustedVoltageCell50, 3.5123
0.884, AdjustedVoltageCell51, 3.2392000000000003
0.884, TempChannelMuxSelect, 16
0.884, TempChannel49, 0.0
0.884, TempChannel50, 0.0
0.884, TempChannel51, 0.0
0.884, IVT_MsgID_RX, 1
0.884, IVT_MsgCount, 12
0.884, IVT_Result_state, 0
0.884, IVT_U1, -0.018000000000000002
0.884, IVT_MsgID_RX, 2
0.884, IVT_MsgCount, 12
0.884, IVT_Result_state, 0
0.884, IVT_U2, 0.004
0.884, IVT_MsgID_RX, 3
0.884, IVT_MsgCount, 12
0.884, IVT_Result_state, 0
0.884, IVT_U3, 0.051000000000000004
0.884, IVT_MsgID_RX, 5
0.884, IVT_MsgCount, 4
0.884, IVT_Result_state, 0
0.884, IVT_W, 0
0.884, IVT_MsgID_RX, 0
0.884, IVT_MsgCount, 4
0.884, IVT_Result_state, 0
0.884, IVT_I, 0.002
0.884, IVT_MsgID_RX, 7
0.884, IVT_MsgCount, 8
0.884, IVT_Result_state, 0
0.884, IVT_Wh, 0
0.884, ThrottlePercent, 0
0.884, BrakePercent, 5
0.884, FrontBrakePressure, 14
0.884, SteeringAngle, -31
0.884, BrakeWhileThrottle, 0
0.884, VoltageBusHV, 0.0
0.884, VoltageCellMax, 3.548
0.884, VoltageCellMin, 2.7327000000000004
0.884, CurrentBusHV, 0.0
0.884, AMS_PackVoltage, 452.11
0.884, ChannelCurrentRadiator, 0.214
0.884, ChannelCurrentAccFan, 0.17400000000000002
0.884, ChannelCurrentPump1, 0.0
0.884, ChannelCurrentPump2, 0.161
0.884, ChannelCurrentAUX1, 0.026000000000000002
0.884, ChannelCurrentAUX2, 0.214
0.884, ChannelCurrentAUX3, 0.0
0.884, ChannelCurrentAUX4, 0.214
0.885, ChannelCurrentBMU, 0.523
0.885, ChannelCurrentCDU, 0.362
0.885, ChannelCurrentTCU, 0.362
0.885, ChannelCurrentWSB, 0.765
0.885, ChannelCurrentBrakeLight, 0.0
0.885, ChannelCurrentInverter, 0.0
0.885, IVT_MsgID_RX, 5
0.885, IVT_MsgCount, 5
0.885, IVT_Result_state, 0
0.885, IVT_W, 0
0.885, IVT_MsgID_RX, 0
0.885, IVT_MsgCount, 5
0.885, IVT_Result_state, 0
0.885, IVT_I, 0.003
0.885, VCU_wheelSpeed_RL, 0.0
0.885, VCU_wheelSpeed_RR, 0.0
0.885, RLSpeedKPH, 0.0
0.885, RRSpeedKPH, 0.0
0.885, FLSpeedKPH, 0.0
0.885, FRSpeedKPH, 0.0
0.885, TCTorqueMax, 3.392
0.885, TCLeftSlip, -0.999
0.885, TCRightSlip, -0.999
0.885, TCTorqueAdjustment, 0.0
0.885, ThrottlePercent, 0
0.885, BrakePercent, 5
0.885, FrontBrakePressure, 19
0.885, SteeringAngle, -31
0.885, BrakeWhileThrottle, 0
0.933, IVT_MsgID_RX, 7
0.933, IVT_MsgCount, 9
0.933, IVT_Result_state, 0
0.933, IVT_Wh, 0
0.933, IVT_MsgID_RX, 5
0.933, IVT_MsgCount, 6
0.933, IVT_Result_state, 0
0.933, IVT_W, 0
0.933, IVT_MsgID_RX, 0
0.933, IVT_MsgCount, 6
0.933, IVT_Result_state, 0
0.933, IVT_I, 0.003
0.933, ThrottlePercent, 0
0.933, BrakePercent, 5
0.933, FrontBrakePressure, 13
0.933, SteeringAngle, -31
0.933, BrakeWhileThrottle, 0
0.933, StateBatteryChargeHV, 16.7
0.933, StateBatteryHealthHV, 0.0
0.933, StateBatteryPowerHV, 331.90000000000003
0.933, TempCellMax, 156.0
0.933, TempCellMin, 55.0
0.933, StateBMS, Wait_System_Up
0.933, HighestTempThermistor, 0
0.933, VoltageCellMuxSelect, 17
0.933, VoltageCell52, 3.2671
0.933, VoltageCell53, 3.2658
0.933, VoltageCell54, 3.265
0.933, AdjustedVoltageCellMuxSelect, 17
0.933, AdjustedVoltageCell52, 3.2670000000000003
0.933, AdjustedVoltageCell53, 3.2658
0.933, AdjustedVoltageCell54, 3.265
0.934, TempChannelMuxSelect, 17
0.934, TempChannel52, 0.0
0.934, TempChannel53, 0.0
0.934, TempChannel54, 0.0
0.934, VCU_wheelSpeed_RL, 0.0
0.934, VCU_wheelSpeed_RR, 0.0
0.934, IVT_MsgID_RX, 1
0.934, IVT_MsgCount, 13
0.934, IVT_Result_state, 0
0.934, IVT_U1, -0.033
0.934, IVT_MsgID_RX, 2
0.934, IVT_MsgCount, 13
0.934, IVT_Result_state, 0
0.934, IVT_U2, 0.012
0.934, IVT_MsgID_RX, 3
0.934, IVT_MsgCount, 13
0.934, IVT_Result_state, 0
0.934, IVT_U3, 0.054
0.934, IVT_MsgID_RX, 5
0.934, IVT_MsgCount, 7
0.934, IVT_Result_state, 0
0.934, IVT_W, 0
0.934, IVT_MsgID_RX, 0
0.934, IVT_MsgCount, 7
0.934, IVT_Result_state, 0
0.934, IVT_I, 0.003
0.934, RLSpeedKPH, 0.0
0.934, RRSpeedKPH, 0.0
0.934, FLSpeedKPH, 0.0
0.934, FRSpeedKPH, 0.0
0.934, TCTorqueMax, 3.392
0.934, TCLeftSlip, -0.999
0.934, TCRightSlip, -0.999
0.934, TCTorqueAdjustment, 0.0
0.934, IVT_MsgID_RX, 7
0.934, IVT_MsgCount, 10
0.934, IVT_Result_state, 0
0.934, IVT_Wh, 0
0.934, ThrottlePercent, 0
0.934, BrakePercent, 5
0.934, FrontBrakePressure, 13
0.934, SteeringAngle, -31
0.934, BrakeWhileThrottle, 0
0.934, IVT_MsgID_RX, 5
0.934, IVT_MsgCount, 8
0.934, IVT_Result_state, 0
0.934, IVT_W, 0
0.934, IVT_MsgID_RX, 0
0.934, IVT_MsgCount, 8
0.934, IVT_Result_state, 0
0.934, IVT_I, 0.003
0.983, ThrottlePercent, 0
0.983, BrakePercent, 5
0.983, FrontBrakePressure, 15
0.983, SteeringAngle, -31
0.983, BrakeWhileThrottle, 0
0.984, BMU_checkFailed, BSPD_FAILED
0.984, BMU_InterlockInitialized, 0
0.984, VoltageCellMuxSelect, 18
0.984, VoltageCell55, 3.2661000000000002
0.984, VoltageCell56, 3.2671
0.984, VoltageCell57, 3.2416
0.984, AdjustedVoltageCellMuxSelect, 18
0.984, AdjustedVoltageCell55, 3.2661000000000002
0.984, AdjustedVoltageCell56, 3.2671
0.984, AdjustedVoltageCell57, 3.2404
0.984, TempChannelMuxSelect, 18
0.984, TempChannel55, 47.0
0.984, TempChannel56, 47.0
0.984, TempChannel57, 46.99000000000001
0.984, VCU_wheelSpeed_RL, 0.0
0.984, VCU_wheelSpeed_RR, 0.0
0.984, IVT_MsgID_RX, 7
0.984, IVT_MsgCount, 11
0.984, IVT_Result_state, 0
0.984, IVT_Wh, 0
0.984, RLSpeedKPH, 0.0
0.984, RRSpeedKPH, 0.0
0.984, FLSpeedKPH, 0.0
0.984, FRSpeedKPH, 0.0
0.984, TCTorqueMax, 3.392
0.984, TCLeftSlip, -0.999
0.984, TCRightSlip, -0.999
0.984, TCTorqueAdjustment, 0.0
0.984, IVT_MsgID_RX, 5
0.984, IVT_MsgCount, 9
0.984, IVT_Result_state, 0
0.984, IVT_W, 0
0.984, IVT_MsgID_RX, 0
0.984, IVT_MsgCount, 9
0.984, IVT_Result_state, 0
0.984, IVT_I, 0.003
0.984, PDU_Heartbeat_dummydata, 0
0.984, CarStateIsLV, -1
0.984, CarStateIsEM, 0
0.984, CarStateIsHV, 0
0.984, ThrottlePercent, 0
0.984, BrakePercent, 5
0.984, FrontBrakePressure, 18
0.984, SteeringAngle, -31
0.984, BrakeWhileThrottle, 0
0.984, VoltageBusHV, 0.0
0.984, VoltageCellMax, 3.548
0.984, VoltageCellMin, 2.7328
0.984, CurrentBusHV, 0.0
0.984, ChannelCurrentRadiator, 0.187
0.984, ChannelCurrentAccFan, 0.214
0.984, ChannelCurrentPump1, 0.0
0.984, ChannelCurrentPump2, 0.228
0.985, ChannelCurrentAUX1, 0.0
0.985, ChannelCurrentAUX2, 0.201
0.985, ChannelCurrentAUX3, 0.0
0.985, ChannelCurrentAUX4, 0.187
0.985, ChannelCurrentBMU, 0.537
0.985, ChannelCurrentCDU, 0.389
0.985, ChannelCurrentTCU, 0.402
0.985, ChannelCurrentWSB, 0.738
0.985, ChannelCurrentBrakeLight, 0.0
0.985, ChannelCurrentInverter, 0.0
0.985, AMS_PackVoltage, 452.11
0.985, IVT_MsgID_RX, 1
0.985, IVT_MsgCount, 14
0.985, IVT_Result_state, 0
0.985, IVT_U1, -0.049
0.985, IVT_MsgID_RX, 2
0.985, IVT_MsgCount, 14
0.985, IVT_Result_state, 0
0.985, IVT_U2, 0.058
0.985, IVT_MsgID_RX, 3
0.985, IVT_MsgCount, 14
0.985, IVT_Result_state, 0
0.985, IVT_U3, 0.014
0.985, IVT_MsgID_RX, 5
0.985, IVT_MsgCount, 10
0.985, IVT_Result_state, 0
0.985, IVT_W, 0
0.985, IVT_MsgID_RX, 0
0.985, IVT_MsgCount, 10
0.985, IVT_Result_state, 0
0.985, IVT_I, 0.003
0.985, IVT_MsgID_RX, 7
0.985, IVT_MsgCount, 12
0.985, IVT_Result_state, 0
0.985, IVT_Wh, 0
0.985, VCU_wheelSpeed_RL, 0.0
0.985, VCU_wheelSpeed_RR, 0.0
0.985, ThrottlePercent, 0
0.985, BrakePercent, 5
0.985, FrontBrakePressure, 13
0.985, SteeringAngle, -31
0.985, BrakeWhileThrottle, 0
0.985, RLSpeedKPH, 0.0
0.985, RRSpeedKPH, 0.0
0.985, FLSpeedKPH, 0.0
0.985, FRSpeedKPH, 0.0
0.985, TCTorqueMax, 3.392
0.985, TCLeftSlip, -0.999
0.985, TCRightSlip, -0.999
0.985, TCTorqueAdjustment, 0.0
1.033, IVT_MsgID_RX, 5
1.033, IVT_MsgCount, 11
1.033, IVT_Result_state, 0
1.033, IVT_W, 0
1.034, VoltageCellMuxSelect, 19
1.034, VoltageCell58, 3.5433000000000003
1.034, VoltageCell59, 3.5042
1.034, VoltageCell60, 3.5119000000000002
1.034, IVT_MsgID_RX, 0
1.034, IVT_MsgCount, 11
1.034, IVT_Result_state, 0
1.034, IVT_I, 0.004
1.034, AdjustedVoltageCellMuxSelect, 19
1.034, AdjustedVoltageCell58, 3.5444
1.034, AdjustedVoltageCell59, 3.5041
1.034, AdjustedVoltageCell60, 3.5117000000000003
1.034, TempChannelMuxSelect, 19
1.034, TempChannel58, 46.99000000000001
1.034, TempChannel59, 46.99000000000001
1.034, TempChannel60, 46.99000000000001
1.034, VCU_Heartbeat_dummydata, 0
1.034, ThrottlePercent, 0
1.034, BrakePercent, 5
1.034, FrontBrakePressure, 19
1.034, SteeringAngle, -31
1.034, BrakeWhileThrottle, 0
1.034, IVT_MsgID_RX, 7
1.034, IVT_MsgCount, 13
1.034, IVT_Result_state, 0
1.034, IVT_Wh, 0
1.034, IVT_MsgID_RX, 5
1.034, IVT_MsgCount, 12
1.034, IVT_Result_state, 0
1.034, IVT_W, 0
1.034, IVT_MsgID_RX, 0
1.034, IVT_MsgCount, 12
1.034, IVT_Result_state, 0
1.034, IVT_I, 0.0
1.034, VCU_wheelSpeed_RL, 0.0
1.034, VCU_wheelSpeed_RR, 0.0
1.034, RLSpeedKPH, 0.0
1.034, RRSpeedKPH, 0.0
1.034, FLSpeedKPH, 0.0
1.034, FRSpeedKPH, 0.0
1.034, TCTorqueMax, 3.392
1.034, TCLeftSlip, -0.999
1.034, TCRightSlip, -0.999
1.034, TCTorqueAdjustment, 0.0
1.034, ThrottlePercent, 0
1.034, BrakePercent, 5
1.034, FrontBrakePressure, 21
1.034, SteeringAngle, -31
1.034, BrakeWhileThrottle, 0
1.035, IVT_MsgID_RX, 1
1.035, IVT_MsgCount, 15
1.035, IVT_Result_state, 0
1.035, IVT_U1, -0.016
1.035, IVT_MsgID_RX, 2
1.035, IVT_MsgCount, 15
1.035, IVT_Result_state, 0
1.035, IVT_U2, 0.056
1.035, IVT_MsgID_RX, 3
1.035, IVT_MsgCount, 15
1.035, IVT_Result_state, 0
1.035, IVT_U3, 0.079
1.035, IVT_MsgID_RX, 5
1.035, IVT_MsgCount, 13
1.035, IVT_Result_state, 0
1.035, IVT_W, 0
1.035, IVT_MsgID_RX, 0
1.035, IVT_MsgCount, 13
1.035, IVT_Result_state, 0
1.035, IVT_I, 0.006
1.035, StateBatteryChargeHV, 16.7
1.035, StateBatteryHealthHV, 0.0
1.035, StateBatteryPowerHV, 331.90000000000003
1.035, TempCellMax, 156.0
1.035, TempCellMin, 55.0
1.035, StateBMS, Wait_System_Up
1.035, HighestTempThermistor, 0
1.035, IVT_MsgID_RX, 7
1.035, IVT_MsgCount, 14
1.035, IVT_Result_state, 0
1.035, IVT_Wh, 0
1.083, ThrottlePercent, 0
1.083, BrakePercent, 5
1.083, FrontBrakePressure, 20
1.083, SteeringAngle, -31
1.083, BrakeWhileThrottle, 0
1.083, BMU_Heartbeat_dummydata, 0
1.083, FanPeriod, -112
1.083, BMU_checkFailed, BSPD_FAILED
1.083, BMU_InterlockInitialized, 0
1.083, BrakePressureBMU, 452.0
1.083, VoltageCellMuxSelect, 20
1.083, VoltageCell61, 3.1388000000000003
1.083, VoltageCell62, 3.1237000000000004
1.083, VoltageCell63, 3.1271
1.083, IVT_MsgID_RX, 5
1.083, IVT_MsgCount, 14
1.083, IVT_Result_state, 0
1.083, IVT_W, 0
1.083, IVT_MsgID_RX, 0
1.083, IVT_MsgCount, 14
1.083, IVT_Result_state, 0
1.083, IVT_I, 0.003
1.084, AdjustedVoltageCellMuxSelect, 20
1.084, AdjustedVoltageCell61, 3.1378000000000004
1.084, AdjustedVoltageCell62, 3.1238
1.084, AdjustedVoltageCell63, 3.1271
1.084, VCU_wheelSpeed_RL, 0.0
1.084, VCU_wheelSpeed_RR, 0.0
1.084, TempChannelMuxSelect, 20
1.084, TempChannel61, 46.99000000000001
1.084, TempChannel62, 0.0
1.084, TempChannel63, 0.0
1.084, RLSpeedKPH, 0.0
1.084, RRSpeedKPH, 0.0
1.084, FLSpeedKPH, 0.0
1.084, FRSpeedKPH, 0.0
1.084, VoltageBusLV, 11.318
1.084, CurrentBusLV, 0.0
1.084, PowerBusLV, 0
1.084, TCTorqueMax, 3.392
1.084, TCLeftSlip, -0.999
1.084, TCRightSlip, -0.999
1.084, TCTorqueAdjustment, 0.0
1.084, ThrottlePercent, 0
1.084, BrakePercent, 5
1.084, FrontBrakePressure, 20
1.084, SteeringAngle, -31
1.084, BrakeWhileThrottle, 0
1.084, IVT_MsgID_RX, 7
1.084, IVT_MsgCount, 15
1.084, IVT_Result_state, 0
1.084, IVT_Wh, 0
1.084, ChannelCurrentRadiator, 0.201
1.084, ChannelCurrentAccFan, 0.214
1.084, ChannelCurrentPump1, 0.0
1.084, ChannelCurrentPump2, 0.214
1.084, ChannelCurrentAUX1, 0.0
1.084, ChannelCurrentAUX2, 0.201
1.084, ChannelCurrentAUX3, 0.0
1.084, ChannelCurrentAUX4, 0.187
1.084, ChannelCurrentBMU, 0.523
1.084, ChannelCurrentCDU, 0.34900000000000003
1.084, ChannelCurrentTCU, 0.34900000000000003
1.084, ChannelCurrentWSB, 0.617
1.084, ChannelCurrentBrakeLight, 0.0
1.084, ChannelCurrentInverter, 0.0
1.084, VoltageBusHV, 0.0
1.084, VoltageCellMax, 3.548
1.084, VoltageCellMin, 2.7328
1.084, CurrentBusHV, 0.0
1.084, IVT_MsgID_RX, 5
1.084, IVT_MsgCount, 15
1.084, IVT_Result_state, 0
1.084, IVT_W, 0
1.085, IVT_MsgID_RX, 0
1.085, IVT_MsgCount, 15
1.085, IVT_Result_state, 0
1.085, IVT_I, 0.003
1.085, AMS_PackVoltage, 452.11
1.085, ThrottlePercent, 0
1.085, BrakePercent, 5
1.085, FrontBrakePressure, 14
1.085, SteeringAngle, -31
1.085, BrakeWhileThrottle, 0
1.085, VCU_wheelSpeed_RL, 0.0
1.085, VCU_wheelSpeed_RR, 0.0
1.133, RLSpeedKPH, 0.0
1.133, RRSpeedKPH, 0.0
1.133, FLSpeedKPH, 0.0
1.133, FRSpeedKPH, 0.0
1.133, IVT_MsgID_RX, 1
1.133, IVT_MsgCount, 0
1.133, IVT_Result_state, 0
1.133, IVT_U1, -0.006
1.133, IVT_MsgID_RX, 2
1.133, IVT_MsgCount, 0
1.133, IVT_Result_state, 0
1.133, IVT_U2, 0.07
1.133, IVT_MsgID_RX, 3
1.133, IVT_MsgCount, 0
1.133, IVT_Result_state, 0
1.133, IVT_U3, 0.018000000000000002
1.133, IVT_MsgID_RX, 5
1.133, IVT_MsgCount, 0
1.133, IVT_Result_state, 0
1.133, IVT_W, 0
1.133, IVT_MsgID_RX, 0
1.133, IVT_MsgCount, 0
1.133, IVT_Result_state, 0
1.133, IVT_I, 0.003
1.133, TCTorqueMax, 3.392
1.133, TCLeftSlip, -0.999
1.133, TCRightSlip, -0.999
1.133, TCTorqueAdjustment, 0.0
1.133, VoltageCellMuxSelect, 21
1.133, VoltageCell64, 3.1183
1.133, VoltageCell65, 3.1175
1.133, VoltageCell66, 3.1140000000000003
1.133, IVT_MsgID_RX, 7
1.133, IVT_MsgCount, 0
1.133, IVT_Result_state, 0
1.133, IVT_Wh, 0
1.133, AdjustedVoltageCellMuxSelect, 21
1.133, AdjustedVoltageCell64, 3.1182000000000003
1.133, AdjustedVoltageCell65, 3.1175
1.133, AdjustedVoltageCell66, 3.1139
1.133, TempChannelMuxSelect, 21
1.133, TempChannel64, 0.0
1.133, TempChannel65, 0.0
1.133, TempChannel66, 0.0
1.134, ThrottlePercent, 0
1.134, BrakePercent, 5
1.134, FrontBrakePressure, 14
1.134, SteeringAngle, -31
1.134, BrakeWhileThrottle, 0
1.134, IVT_MsgID_RX, 5
1.134, IVT_MsgCount, 1
1.134, IVT_Result_state, 0
1.134, IVT_W, 0
1.134, IVT_MsgID_RX, 0
1.134, IVT_MsgCount, 1
1.134, IVT_Result_state, 0
1.134, IVT_I, 0.005
1.134, VCU_wheelSpeed_RL, 0.0
1.134, VCU_wheelSpeed_RR, 0.0
1.134, ThrottlePercent, 0
1.134, BrakePercent, 5
1.134, FrontBrakePressure, 14
1.134, SteeringAngle, -31
1.134, BrakeWhileThrottle, 0
1.134, RLSpeedKPH, 0.0
1.134, RRSpeedKPH, 0.0
1.134, FLSpeedKPH, 0.0
1.134, FRSpeedKPH, 0.0
1.134, IVT_MsgID_RX, 7
1.134, IVT_MsgCount, 1
1.134, IVT_Result_state, 0
1.134, IVT_Wh, 0
1.134, TCTorqueMax, 3.392
1.134, TCLeftSlip, -0.999
1.134, TCRightSlip, -0.999
1.134, TCTorqueAdjustment, 0.0
1.134, IVT_MsgID_RX, 5
1.134, IVT_MsgCount, 2
1.134, IVT_Result_state, 0
1.134, IVT_W, 0
1.134, IVT_MsgID_RX, 0
1.134, IVT_MsgCount, 2
1.134, IVT_Result_state, 0
1.134, IVT_I, 0.004
1.183, ThrottlePercent, 0
1.183, BrakePercent, 5
1.183, FrontBrakePressure, 19
1.183, SteeringAngle, -31
1.183, BrakeWhileThrottle, 0
1.183, IVT_MsgID_RX, 1
1.183, IVT_MsgCount, 1
1.183, IVT_Result_state, 0
1.183, IVT_U1, -0.031
1.183, IVT_MsgID_RX, 2
1.183, IVT_MsgCount, 1
1.183, IVT_Result_state, 0
1.183, IVT_U2, 0.058
1.183, IVT_MsgID_RX, 3
1.183, IVT_MsgCount, 1
1.183, IVT_Result_state, 0
1.183, IVT_U3, 0.024
1.183, IVT_MsgID_RX, 5
1.183, IVT_MsgCount, 3
1.183, IVT_Result_state, 0
1.183, IVT_W, 0
1.184, IVT_MsgID_RX, 0
1.184, IVT_MsgCount, 3
1.184, IVT_Result_state, 0
1.184, IVT_I, 0.003
1.184, IVT_MsgID_RX, 7
1.184, IVT_MsgCount, 2
1.184, IVT_Result_state, 0
1.184, IVT_Wh, 0
1.184, VCU_wheelSpeed_RL, 0.0
1.184, VCU_wheelSpeed_RR, 0.0
1.184, StateBatteryChargeHV, 16.7
1.184, StateBatteryHealthHV, 0.0
1.184, StateBatteryPowerHV, 331.90000000000003
1.184, TempCellMax, 156.0
1.184, TempCellMin, 55.0
1.184, StateBMS, Wait_System_Up
1.184, HighestTempThermistor, 0
1.184, BMU_checkFailed, BSPD_FAILED
1.184, BMU_InterlockInitialized, 0
1.184, RLSpeedKPH, 0.0
1.184, RRSpeedKPH, 0.0
1.184, FLSpeedKPH, 0.0
1.184, FRSpeedKPH, 0.0
1.184, VoltageCellMuxSelect, 22
1.184, VoltageCell67, 3.1459
1.184, VoltageCell68, 3.4295
1.184, VoltageCell69, 3.4216
1.184, AdjustedVoltageCellMuxSelect, 22
1.184, AdjustedVoltageCell67, 3.145
1.184, AdjustedVoltageCell68, 3.4304
1.184, AdjustedVoltageCell69, 3.4216
1.184, TCTorqueMax, 3.392
1.184, TCLeftSlip, -0.999
1.184, TCRightSlip, -0.999
1.184, TCTorqueAdjustment, 0.0
1.184, ThrottlePercent, 0
1.184, BrakePercent, 5
1.184, FrontBrakePressure, 14
1.184, SteeringAngle, -31
1.184, BrakeWhileThrottle, 0
1.184, TempChannelMuxSelect, 22
