0.208, BMU_checkFailed, BSPD_FAILED
0.243, IVT_Result_state, 0
0.243, IVT_W, 0
0.291, IVT_MsgID_RX, 7
0.291, IVT_MsgCount, 3
0.291, IVT_Result_state, 0
0.291, IVT_Wh, 0
0.291, VCU_wheelSpeed_RL, 0.0
0.291, VCU_wheelSpeed_RR, 0.0
0.291, IVT_MsgID_RX, 0
0.291, IVT_MsgCount, 5
0.291, IVT_Result_state, 0
0.291, IVT_I, 0.005
0.291, IVT_MsgID_RX, 5
0.291, IVT_MsgCount, 5
0.291, IVT_Result_state, 0
0.291, IVT_W, 0
0.291, RLSpeedKPH, 0.0
0.291, RRSpeedKPH, 0.0
0.291, FLSpeedKPH, 0.0
0.291, FRSpeedKPH, 0.0
0.291, TCTorqueMax, 5.0
0.291, TCLeftSlip, -0.999
0.291, TCRightSlip, -0.999
0.291, TCTorqueAdjustment, 0.0
0.291, VoltageCellMuxSelect, 5
0.291, VoltageCell16, 3.7538
0.291, VoltageCell17, 3.7526
0.291, VoltageCell18, 3.8979000000000004
0.291, AdjustedVoltageCellMuxSelect, 5
0.291, AdjustedVoltageCell16, 0.0
0.291, AdjustedVoltageCell17, 0.0
0.291, AdjustedVoltageCell18, 0.0
0.291, IVT_MsgID_RX, 0
0.291, IVT_MsgCount, 6
0.291, IVT_Result_state, 0
0.291, IVT_I, 0.003
0.292, IVT_MsgID_RX, 1
0.292, IVT_MsgCount, 2
0.292, IVT_Result_state, 0
0.292, IVT_U1, -0.043000000000000003
0.292, IVT_MsgID_RX, 2
0.292, IVT_MsgCount, 2
0.292, IVT_Result_state, 0
0.292, IVT_U2, 0.014
0.292, IVT_MsgID_RX, 3
0.292, IVT_MsgCount, 2
0.292, IVT_Result_state, 0
0.292, IVT_U3, 0.014
0.292, IVT_MsgID_RX, 5
0.292, IVT_MsgCount, 6
0.292, IVT_Result_state, 0
0.292, IVT_W, 0
0.292, ChannelCurrentRadiator, 0.187
0.292, ChannelCurrentAccFan, 0.201
0.292, ChannelCurrentPump1, 0.0
0.292, ChannelCurrentPump2, 0.201
0.292, ChannelCurrentAUX1, 0.0
0.292, ChannelCurrentAUX2, 0.228
0.292, ChannelCurrentAUX3, 0.0
0.292, ChannelCurrentAUX4, 0.17400000000000002
0.292, ChannelCurrentBMU, 0.483
0.292, ChannelCurrentCDU, 0.362
0.292, ChannelCurrentTCU, 0.362
0.292, ChannelCurrentWSB, 0.8190000000000001
0.292, ChannelCurrentBrakeLight, 0.0
0.292, ChannelCurrentInverter, 0.0
0.293, IVT_MsgID_RX, 7
0.293, IVT_MsgCount, 4
0.293, IVT_Result_state, 0
0.293, IVT_Wh, 0
0.293, VCU_wheelSpeed_RL, 0.0
0.293, VCU_wheelSpeed_RR, 0.0
0.293, StateBatteryChargeHV, 0.0
0.293, StateBatteryHealthHV, 0.0
0.293, StateBatteryPowerHV, 331.90000000000003
0.293, TempCellMax, 156.0
0.293, TempCellMin, 55.0
0.293, StateBMS, Wait_System_Up
0.293, HighestTempThermistor, 0
0.293, TempChannelMuxSelect, 5
0.293, TempChannel16, 0.0
0.293, TempChannel17, 0.0
0.293, TempChannel18, 0.0
0.293, RLSpeedKPH, 0.0
0.293, RRSpeedKPH, 0.0
0.293, FLSpeedKPH, 0.0
0.293, FRSpeedKPH, 0.0
0.293, TCTorqueMax, 5.0
0.293, TCLeftSlip, -0.999
0.293, TCRightSlip, -0.999
0.293, TCTorqueAdjustment, 0.0
0.294, IVT_MsgID_RX, 0
0.294, IVT_MsgCount, 7
0.294, IVT_Result_state, 0
0.294, IVT_I, 0.0
0.294, IVT_MsgID_RX, 5
0.294, IVT_MsgCount, 7
0.294, IVT_Result_state, 0
0.294, IVT_W, 0
0.341, IVT_MsgID_RX, 7
0.341, IVT_MsgCount, 5
0.341, IVT_Result_state, 0
0.341, IVT_Wh, 0
0.341, BMU_checkFailed, BSPD_FAILED
0.341, BMU_InterlockInitialized, 0
0.341, VoltageCellMuxSelect, 6
0.341, VoltageCell19, 3.8865000000000003
0.341, VoltageCell20, 3.8884000000000003
0.341, VoltageCell21, 3.7525000000000004
0.341, IVT_MsgID_RX, 0
0.341, IVT_MsgCount, 8
0.341, IVT_Result_state, 0
0.341, IVT_I, 0.005
0.341, AdjustedVoltageCellMuxSelect, 6
0.341, AdjustedVoltageCell19, 3.8865000000000003
0.341, AdjustedVoltageCell20, 3.8884000000000003
0.341, AdjustedVoltageCell21, 3.7525000000000004
0.341, IVT_MsgID_RX, 5
0.341, IVT_MsgCount, 8
0.341, IVT_Result_state, 0
0.341, IVT_W, 0
0.341, RearBrakePressure, 6
0.341, BrakeTempFront, -31.090000000000003
0.341, BrakeTempFrontAccuracy, 1
0.341, VoltageBusHV, 0.0
0.341, VoltageCellMax, 3.9921
0.341, VoltageCellMin, 3.7482
0.341, CurrentBusHV, 0.0
0.341, TempChannelMuxSelect, 6
0.341, TempChannel19, 0.0
0.341, TempChannel20, 0.0
0.341, TempChannel21, 0.0
0.341, AMS_PackVoltage, 532.53
0.341, VCU_wheelSpeed_RL, 0.0
0.341, VCU_wheelSpeed_RR, 0.0
0.341, RLSpeedKPH, 0.0
0.341, RRSpeedKPH, 0.0
0.341, FLSpeedKPH, 0.0
0.341, FRSpeedKPH, 0.0
0.346, TCTorqueMax, 5.0
0.346, TCLeftSlip, -0.999
0.346, TCRightSlip, -0.999
0.346, TCTorqueAdjustment, 0.0
0.346, IVT_MsgID_RX, 0
0.346, IVT_MsgCount, 9
0.346, IVT_Result_state, 0
0.346, IVT_I, 0.001
0.346, IVT_MsgID_RX, 1
0.346, IVT_MsgCount, 3
0.346, IVT_Result_state, 0
0.346, IVT_U1, -0.041
0.346, IVT_MsgID_RX, 2
0.346, IVT_MsgCount, 3
0.346, IVT_Result_state, 0
0.346, IVT_U2, 0.039
0.346, IVT_MsgID_RX, 3
0.346, IVT_MsgCount, 3
0.346, IVT_Result_state, 0
0.346, IVT_U3, 0.02
0.346, IVT_MsgID_RX, 5
0.346, IVT_MsgCount, 9
0.346, IVT_Result_state, 0
0.346, IVT_W, 0
0.346, IVT_MsgID_RX, 7
0.346, IVT_MsgCount, 6
0.346, IVT_Result_state, 0
0.346, IVT_Wh, 0
0.391, IVT_MsgID_RX, 0
0.391, IVT_MsgCount, 10
0.391, IVT_Result_state, 0
0.391, IVT_I, 0.0
0.391, IVT_MsgID_RX, 5
0.391, IVT_MsgCount, 10
0.391, IVT_Result_state, 0
0.391, IVT_W, 0
0.391, VCU_wheelSpeed_RL, 0.0
0.391, VCU_wheelSpeed_RR, 0.0
0.391, RLSpeedKPH, 0.0
0.391, RRSpeedKPH, 0.0
0.391, FLSpeedKPH, 0.0
0.391, FRSpeedKPH, 0.0
0.391, TCTorqueMax, 5.0
0.391, TCLeftSlip, -0.999
0.391, TCRightSlip, -0.999
0.391, TCTorqueAdjustment, 0.0
0.391, VoltageCellMuxSelect, 7
0.391, VoltageCell22, 3.7539000000000002
0.391, VoltageCell23, 3.7542
0.391, VoltageCell24, 3.754
0.391, AdjustedVoltageCellMuxSelect, 7
0.391, AdjustedVoltageCell22, 3.7539000000000002
0.391, AdjustedVoltageCell23, 3.7541
0.391, AdjustedVoltageCell24, 3.754
0.391, IVT_MsgID_RX, 7
0.391, IVT_MsgCount, 7
0.391, IVT_Result_state, 0
0.391, IVT_Wh, 0
0.392, TempChannelMuxSelect, 7
0.392, TempChannel22, 0.0
0.392, TempChannel23, 0.0
0.392, TempChannel24, 0.0
0.392, IVT_MsgID_RX, 0
0.392, IVT_MsgCount, 11
0.392, IVT_Result_state, 0
0.392, IVT_I, 0.003
0.392, IVT_MsgID_RX, 5
0.392, IVT_MsgCount, 11
0.392, IVT_Result_state, 0
0.392, IVT_W, 0
0.392, ChannelCurrentRadiator, 0.214
0.392, ChannelCurrentAccFan, 0.134
0.392, ChannelCurrentPump1, 0.0
0.392, ChannelCurrentPump2, 0.214
0.392, ChannelCurrentAUX1, 0.0
0.392, ChannelCurrentAUX2, 0.214
0.392, ChannelCurrentAUX3, 0.0
0.392, ChannelCurrentAUX4, 0.214
0.392, ChannelCurrentBMU, 0.537
0.392, ChannelCurrentCDU, 0.389
0.392, ChannelCurrentTCU, 0.362
0.392, ChannelCurrentWSB, 0.859
0.392, ChannelCurrentBrakeLight, 0.0
0.392, ChannelCurrentInverter, 0.0
0.392, IVT_MsgID_RX, 0
0.392, IVT_MsgCount, 12
0.392, IVT_Result_state, 0
0.392, IVT_I, 0.001
0.392, IVT_MsgID_RX, 1
0.392, IVT_MsgCount, 4
0.392, IVT_Result_state, 0
0.392, IVT_U1, -0.016
0.392, IVT_MsgID_RX, 2
0.392, IVT_MsgCount, 4
0.392, IVT_Result_state, 0
0.392, IVT_U2, 0.058
0.392, IVT_MsgID_RX, 3
0.392, IVT_MsgCount, 4
0.392, IVT_Result_state, 0
0.392, IVT_U3, 0.041
0.393, VCU_wheelSpeed_RL, 0.0
0.393, VCU_wheelSpeed_RR, 0.0
0.393, IVT_MsgID_RX, 5
0.393, IVT_MsgCount, 12
0.393, IVT_Result_state, 0
0.393, IVT_W, 0
0.441, RLSpeedKPH, 0.0
0.441, RRSpeedKPH, 0.0
0.441, FLSpeedKPH, 0.0
0.441, FRSpeedKPH, 0.0
0.442, IVT_MsgID_RX, 7
0.442, IVT_MsgCount, 8
0.442, IVT_Result_state, 0
0.442, IVT_Wh, 0
0.442, TCTorqueMax, 5.0
0.442, TCLeftSlip, -0.999
0.442, TCRightSlip, -0.999
0.442, TCTorqueAdjustment, 0.0
0.442, StateBatteryChargeHV, 98.30000000000001
0.442, StateBatteryHealthHV, 0.0
0.442, StateBatteryPowerHV, 331.90000000000003
0.442, TempCellMax, 156.0
0.442, TempCellMin, 55.0
0.442, StateBMS, Wait_System_Up
0.442, HighestTempThermistor, 0
0.442, IVT_MsgID_RX, 0
0.442, IVT_MsgCount, 13
0.442, IVT_Result_state, 0
0.442, IVT_I, 0.002
0.442, IVT_MsgID_RX, 5
0.442, IVT_MsgCount, 13
0.442, IVT_Result_state, 0
0.442, IVT_W, 0
0.442, BMU_checkFailed, BSPD_FAILED
0.442, BMU_InterlockInitialized, 0
0.442, VoltageCellMuxSelect, 8
0.442, VoltageCell25, 3.7719
0.442, VoltageCell26, 3.7543
0.442, VoltageCell27, 3.7531000000000003
0.442, RearBrakePressure, 6
0.442, BrakeTempFront, -31.090000000000003
0.442, BrakeTempFrontAccuracy, 1
0.442, TempChannelMuxSelect, 8
0.442, TempChannel25, 0.0
0.442, TempChannel26, 0.0
0.442, TempChannel27, 0.0
0.442, VoltageBusHV, 0.0
0.442, VoltageCellMax, 3.992
0.442, VoltageCellMin, 3.7482
0.442, CurrentBusHV, 0.0
0.442, AMS_PackVoltage, 532.53
0.442, IVT_MsgID_RX, 7
0.442, IVT_MsgCount, 9
0.442, IVT_Result_state, 0
0.442, IVT_Wh, 0
0.442, VCU_wheelSpeed_RL, 0.0
0.442, VCU_wheelSpeed_RR, 0.0
0.442, RLSpeedKPH, 0.0
0.442, RRSpeedKPH, 0.0
0.442, FLSpeedKPH, 0.0
0.442, FRSpeedKPH, 0.0
0.444, IVT_MsgID_RX, 0
0.444, IVT_MsgCount, 14
0.444, IVT_Result_state, 0
0.444, IVT_I, 0.002
0.444, IVT_MsgID_RX, 5
0.444, IVT_MsgCount, 14
0.444, IVT_Result_state, 0
0.444, IVT_W, 0
0.444, TCTorqueMax, 5.0
0.444, TCLeftSlip, -0.999
0.444, TCRightSlip, -0.999
0.444, TCTorqueAdjustment, 0.0
0.491, IVT_MsgID_RX, 0
0.491, IVT_MsgCount, 15
0.491, IVT_Result_state, 0
0.491, IVT_I, 0.007
0.491, IVT_MsgID_RX, 1
0.491, IVT_MsgCount, 5
0.491, IVT_Result_state, 0
0.491, IVT_U1, -0.014
0.491, IVT_MsgID_RX, 2
0.491, IVT_MsgCount, 5
0.491, IVT_Result_state, 0
0.491, IVT_U2, 0.006
0.491, IVT_MsgID_RX, 3
0.491, IVT_MsgCount, 5
0.491, IVT_Result_state, 0
0.491, IVT_U3, 0.045
0.491, IVT_MsgID_RX, 5
0.491, IVT_MsgCount, 15
0.491, IVT_Result_state, 0
0.491, IVT_W, 0
0.491, IVT_MsgID_RX, 7
0.491, IVT_MsgCount, 10
0.491, IVT_Result_state, 0
0.491, IVT_Wh, 0
0.491, VoltageCellMuxSelect, 9
0.491, VoltageCell28, 3.9153000000000002
0.491, VoltageCell29, 3.8880000000000003
0.491, VoltageCell30, 3.8874
0.491, VCU_wheelSpeed_RL, 0.0
0.491, VCU_wheelSpeed_RR, 0.0
0.491, AdjustedVoltageCellMuxSelect, 9
0.491, AdjustedVoltageCell28, 3.9154
0.491, AdjustedVoltageCell29, 3.8880000000000003
0.491, AdjustedVoltageCell30, 3.8874
0.491, RLSpeedKPH, 0.0
0.491, RRSpeedKPH, 0.0
0.491, FLSpeedKPH, 0.0
0.491, FRSpeedKPH, 0.0
0.491, TempChannelMuxSelect, 9
0.491, TempChannel28, 21.61
0.491, TempChannel29, 21.570000000000007
0.491, TempChannel30, 0.0
0.491, TCTorqueMax, 5.0
0.491, TCLeftSlip, -0.999
0.491, TCRightSlip, -0.999
0.491, TCTorqueAdjustment, 0.0
0.492, IVT_MsgID_RX, 0
0.492, IVT_MsgCount, 0
0.492, IVT_Result_state, 0
0.492, IVT_I, 0.003
0.492, IVT_MsgID_RX, 5
0.492, IVT_MsgCount, 0
0.492, IVT_Result_state, 0
0.492, IVT_W, 0
0.492, ChannelCurrentRadiator, 0.161
0.492, ChannelCurrentAccFan, 0.214
0.492, ChannelCurrentPump1, 0.0
0.492, ChannelCurrentPump2, 0.214
0.492, ChannelCurrentAUX1, 0.0
0.492, ChannelCurrentAUX2, 0.214
0.492, ChannelCurrentAUX3, 0.0
0.492, ChannelCurrentAUX4, 0.201
0.492, ChannelCurrentBMU, 0.46900000000000003
0.492, ChannelCurrentCDU, 0.34900000000000003
0.492, ChannelCurrentTCU, 0.34900000000000003
0.492, ChannelCurrentWSB, 0.711
0.492, ChannelCurrentBrakeLight, 0.0
0.492, ChannelCurrentInverter, 0.0
0.492, IVT_MsgID_RX, 7
0.492, IVT_MsgCount, 11
0.492, IVT_Result_state, 0
0.492, IVT_Wh, 0
0.493, IVT_MsgID_RX, 0
0.493, IVT_MsgCount, 1
0.493, IVT_Result_state, 0
0.493, IVT_I, 0.005
0.493, IVT_MsgID_RX, 5
0.493, IVT_MsgCount, 1
0.493, IVT_Result_state, 0
0.493, IVT_W, 0
0.541, VCU_wheelSpeed_RL, 0.0
0.541, VCU_wheelSpeed_RR, 0.0
0.541, RLSpeedKPH, 0.0
0.541, RRSpeedKPH, 0.0
0.541, FLSpeedKPH, 0.0
0.541, FRSpeedKPH, 0.0
0.541, TCTorqueMax, 5.0
0.541, TCLeftSlip, -0.999
0.541, TCRightSlip, -0.999
0.541, TCTorqueAdjustment, 0.0
0.541, ThrottlePercent, 0
0.541, BrakePercent, 0
0.541, FrontBrakePressure, 19
0.541, SteeringAngle, -102
0.541, BrakeWhileThrottle, 0
0.541, IVT_MsgID_RX, 0
0.541, IVT_MsgCount, 2
0.541, IVT_Result_state, 0
0.541, IVT_I, 0.001
0.542, IVT_MsgID_RX, 1
0.542, IVT_MsgCount, 6
0.542, IVT_Result_state, 0
0.542, IVT_U1, -0.043000000000000003
0.542, IVT_MsgID_RX, 2
0.542, IVT_MsgCount, 6
0.542, IVT_Result_state, 0
0.542, IVT_U2, 0.0
0.542, IVT_MsgID_RX, 3
0.542, IVT_MsgCount, 6
0.542, IVT_Result_state, 0
0.542, IVT_U3, -0.02
0.542, IVT_MsgID_RX, 5
0.542, IVT_MsgCount, 2
0.542, IVT_Result_state, 0
0.542, IVT_W, 0
0.542, RearBrakePressure, 6
0.542, BrakeTempFront, -31.090000000000003
0.542, BrakeTempFrontAccuracy, 1
0.542, StateBatteryChargeHV, 98.30000000000001
0.542, StateBatteryHealthHV, 0.0
0.542, StateBatteryPowerHV, 331.90000000000003
0.542, TempCellMax, 156.0
0.542, TempCellMin, 55.0
0.542, StateBMS, Wait_System_Up
0.542, HighestTempThermistor, 0
0.542, BMU_checkFailed, BSPD_FAILED
0.542, BMU_InterlockInitialized, 0
0.542, IVT_MsgID_RX, 7
0.542, IVT_MsgCount, 12
0.542, IVT_Result_state, 0
0.542, IVT_Wh, 0
0.542, AdjustedVoltageCellMuxSelect, 10
0.542, AdjustedVoltageCell31, 3.7642
0.542, AdjustedVoltageCell32, 3.7534
0.542, AdjustedVoltageCell33, 3.7533000000000003
0.542, ThrottlePercent, 0
0.542, BrakePercent, 0
0.542, FrontBrakePressure, 14
0.542, SteeringAngle, -102
0.542, BrakeWhileThrottle, 0
0.542, TempChannelMuxSelect, 10
0.542, TempChannel31, 0.0
0.542, TempChannel32, 0.0
0.542, TempChannel33, 0.0
0.542, VoltageBusHV, 0.0
0.542, VoltageCellMax, 3.9911000000000003
0.542, VoltageCellMin, 3.7482
0.542, CurrentBusHV, 0.0
0.542, AMS_PackVoltage, 532.53
0.543, ThrottlePercent, 0
0.543, BrakePercent, 0
0.543, FrontBrakePressure, 16
0.543, SteeringAngle, -102
0.543, BrakeWhileThrottle, 0
0.544, IVT_MsgID_RX, 5
0.544, IVT_MsgCount, 3
0.544, IVT_Result_state, 0
0.544, IVT_W, 0
0.544, IVT_MsgID_RX, 0
0.544, IVT_MsgCount, 3
0.544, IVT_Result_state, 0
0.544, IVT_I, 0.003
0.544, VCU_wheelSpeed_RL, 0.0
0.544, VCU_wheelSpeed_RR, 0.0
0.544, RLSpeedKPH, 0.0
0.544, RRSpeedKPH, 0.0
0.544, FLSpeedKPH, 0.0
0.544, FRSpeedKPH, 0.0
0.544, TCTorqueMax, 5.0
0.544, TCLeftSlip, -0.999
0.544, TCRightSlip, -0.999
0.544, TCTorqueAdjustment, 0.0
0.544, ThrottlePercent, 0
0.544, BrakePercent, 0
0.544, FrontBrakePressure, 18
0.544, SteeringAngle, -102
0.544, BrakeWhileThrottle, 0
0.591, IVT_MsgID_RX, 7
0.591, IVT_MsgCount, 13
0.591, IVT_Result_state, 0
0.591, IVT_Wh, 0
0.591, ThrottlePercent, 0
0.591, BrakePercent, 0
0.591, FrontBrakePressure, 14
0.591, SteeringAngle, -102
0.591, BrakeWhileThrottle, 0
0.591, IVT_MsgID_RX, 5
0.591, IVT_MsgCount, 4
0.591, IVT_Result_state, 0
0.591, IVT_W, 0
0.591, IVT_MsgID_RX, 0
0.591, IVT_MsgCount, 4
0.591, IVT_Result_state, 0
0.591, IVT_I, 0.0
0.591, ThrottlePercent, 0
0.591, BrakePercent, 0
0.591, FrontBrakePressure, 19
0.591, SteeringAngle, -102
0.591, BrakeWhileThrottle, 0
0.591, VoltageBusLV, 12.341000000000001
0.591, CurrentBusLV, 0.0
0.591, PowerBusLV, 0
0.591, VoltageCellMuxSelect, 11
0.591, VoltageCell34, 3.753
0.591, VoltageCell35, 3.7533000000000003
0.591, VoltageCell36, 3.7533000000000003
0.591, AdjustedVoltageCellMuxSelect, 11
0.591, AdjustedVoltageCell34, 3.753
0.591, AdjustedVoltageCell35, 3.7532
0.591, AdjustedVoltageCell36, 3.7533000000000003
0.592, VCU_wheelSpeed_RL, 0.0
0.592, VCU_wheelSpeed_RR, 0.0
0.592, ThrottlePercent, 0
0.592, BrakePercent, 0
0.592, FrontBrakePressure, 16
0.592, SteeringAngle, -102
0.592, BrakeWhileThrottle, 0
0.592, TempChannelMuxSelect, 11
0.592, TempChannel34, 0.0
0.592, TempChannel35, 0.0
0.592, TempChannel36, 0.0
0.592, IVT_MsgID_RX, 1
0.592, IVT_MsgCount, 7
0.592, IVT_Result_state, 0
0.592, IVT_U1, -0.056
0.592, IVT_MsgID_RX, 2
0.592, IVT_MsgCount, 7
0.592, IVT_Result_state, 0
0.592, IVT_U2, 0.041
0.592, IVT_MsgID_RX, 3
0.592, IVT_MsgCount, 7
0.592, IVT_Result_state, 0
0.592, IVT_U3, 0.033
0.592, RLSpeedKPH, 0.0
0.592, RRSpeedKPH, 0.0
0.592, FLSpeedKPH, 0.0
0.592, FRSpeedKPH, 0.0
0.592, IVT_MsgID_RX, 5
0.592, IVT_MsgCount, 5
0.592, IVT_Result_state, 0
0.592, IVT_W, 0
0.592, IVT_MsgID_RX, 0
0.592, IVT_MsgCount, 5
0.592, IVT_Result_state, 0
0.592, IVT_I, 0.004
0.592, TCTorqueMax, 5.0
0.592, TCLeftSlip, -0.999
0.592, TCRightSlip, -0.999
0.592, TCTorqueAdjustment, 0.0
0.592, IVT_MsgID_RX, 7
0.592, IVT_MsgCount, 14
0.592, IVT_Result_state, 0
0.592, IVT_Wh, 0
0.593, ChannelCurrentRadiator, 0.228
0.593, ChannelCurrentAccFan, 0.228
0.593, ChannelCurrentPump1, 0.0
0.593, ChannelCurrentPump2, 0.214
0.593, ChannelCurrentAUX1, 0.0
0.593, ChannelCurrentAUX2, 0.201
0.593, ChannelCurrentAUX3, 0.0
0.593, ChannelCurrentAUX4, 0.214
0.593, ChannelCurrentBMU, 0.51
0.593, ChannelCurrentCDU, 0.335
0.593, ChannelCurrentTCU, 0.362
0.593, ChannelCurrentWSB, 0.684
0.593, ChannelCurrentBrakeLight, 0.0
0.593, ChannelCurrentInverter, 0.0
0.594, ThrottlePercent, 0
0.594, BrakePercent, 0
0.594, FrontBrakePressure, 22
0.594, SteeringAngle, -102
0.594, BrakeWhileThrottle, 0
0.594, ThrottlePercent, 0
0.594, BrakePercent, 0
0.594, FrontBrakePressure, 18
0.594, SteeringAngle, -102
0.594, BrakeWhileThrottle, 0
0.594, IVT_MsgID_RX, 5
0.594, IVT_MsgCount, 6
0.594, IVT_Result_state, 0
0.594, IVT_W, 0
0.594, IVT_MsgID_RX, 0
0.594, IVT_MsgCount, 6
0.594, IVT_Result_state, 0
0.594, IVT_I, 0.006
0.641, ThrottlePercent, 0
0.641, BrakePercent, 0
0.641, FrontBrakePressure, 20
0.641, SteeringAngle, -102
0.641, BrakeWhileThrottle, 0
0.641, VCU_wheelSpeed_RL, 0.0
0.641, VCU_wheelSpeed_RR, 0.0
0.641, IVT_MsgID_RX, 7
0.641, IVT_MsgCount, 15
0.641, IVT_Result_state, 0
0.641, IVT_Wh, 0
0.641, RLSpeedKPH, 0.0
0.641, RRSpeedKPH, 0.0
0.641, FLSpeedKPH, 0.0
0.641, FRSpeedKPH, 0.0
0.641, TCTorqueMax, 5.0
0.641, TCLeftSlip, -0.999
0.641, TCRightSlip, -0.999
0.641, TCTorqueAdjustment, 0.0
0.641, ThrottlePercent, 0
0.641, BrakePercent, 0
0.641, FrontBrakePressure, 23
0.641, SteeringAngle, -102
0.641, BrakeWhileThrottle, 0
0.641, IVT_MsgID_RX, 5
0.641, IVT_MsgCount, 7
0.641, IVT_Result_state, 0
0.641, IVT_W, 0
0.641, IVT_MsgID_RX, 0
0.641, IVT_MsgCount, 7
0.641, IVT_Result_state, 0
0.641, IVT_I, 0.0
0.641, RearBrakePressure, 4
0.641, BrakeTempFront, -31.360000000000014
0.641, BrakeTempFrontAccuracy, 1
0.641, ThrottlePercent, 0
0.641, BrakePercent, 0
0.641, FrontBrakePressure, 15
0.641, SteeringAngle, -102
0.641, BrakeWhileThrottle, 0
0.642, VoltageBusHV, 0.0
0.642, VoltageCellMax, 3.9911000000000003
0.642, VoltageCellMin, 3.7482
0.642, CurrentBusHV, 0.0
0.642, StateBatteryChargeHV, 98.30000000000001
0.642, StateBatteryHealthHV, 0.0
0.642, StateBatteryPowerHV, 331.90000000000003
0.642, TempCellMax, 156.0
0.642, TempCellMin, 55.0
0.642, StateBMS, Wait_System_Up
0.642, HighestTempThermistor, 0
0.642, ThrottlePercent, 0
0.642, BrakePercent, 0
0.642, FrontBrakePressure, 14
0.642, SteeringAngle, -102
0.642, BrakeWhileThrottle, 0
0.642, IVT_MsgID_RX, 1
0.642, IVT_MsgCount, 8
0.642, IVT_Result_state, 0
0.642, IVT_U1, -0.024
0.642, IVT_MsgID_RX, 2
0.642, IVT_MsgCount, 8
0.642, IVT_Result_state, 0
0.642, IVT_U2, 0.024
0.642, IVT_MsgID_RX, 3
0.642, IVT_MsgCount, 8
0.642, IVT_Result_state, 0
0.642, IVT_U3, 0.039
0.642, AMS_PackVoltage, 532.53
0.643, IVT_MsgID_RX, 5
0.643, IVT_MsgCount, 8
0.643, IVT_Result_state, 0
0.643, IVT_W, 0
0.643, IVT_MsgID_RX, 0
0.643, IVT_MsgCount, 8
0.643, IVT_Result_state, 0
0.643, IVT_I, 0.003
0.643, AdjustedVoltageCellMuxSelect, 12
0.643, AdjustedVoltageCell37, 3.7520000000000002
0.643, AdjustedVoltageCell38, 3.8970000000000002
0.643, AdjustedVoltageCell39, 3.8864
0.643, TempChannelMuxSelect, 12
0.643, TempChannel37, 0.0
0.643, TempChannel38, 0.0
0.643, TempChannel39, 0.0
0.643, IVT_MsgID_RX, 7
0.643, IVT_MsgCount, 0
0.643, IVT_Result_state, 0
0.643, IVT_Wh, 0
0.643, VCU_wheelSpeed_RL, 0.0
0.643, VCU_wheelSpeed_RR, 0.0
0.643, ThrottlePercent, 0
0.643, BrakePercent, 0
0.643, FrontBrakePressure, 21
0.643, SteeringAngle, -102
0.643, BrakeWhileThrottle, 0
0.644, RLSpeedKPH, 0.0
0.644, RRSpeedKPH, 0.0
0.644, FLSpeedKPH, 0.0
